,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI
515033,Neurofibrillary Tangles,Cell or Molecular Dysfunction,http://purl.bioontology.org/ontology/MESH/D016874,T049,"Tangles, Neurofibrillary|Neurofibrillary Tangle|Tangle, Neurofibrillary",http://purl.bioontology.org/ontology/MESH/D009454,C0085400,CH CL DE EN GE IM ME MI PA PH PS RE TR UL VI,T050513
504000,Neural Inhibition,Organ or Tissue Function,http://purl.bioontology.org/ontology/MESH/D009433,T042,"Inhibition, Neural",http://purl.bioontology.org/ontology/MESH/D009424|http://purl.bioontology.org/ontology/MESH/D055724,C0027790,DE ES GE IM PH RE,T028118|T028117
493703,Peripheral Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D010523,T047,"Peripheral Neuropathy|Peripheral Nervous System Disease|Peripheral Neuropathies|Neuropathy, Peripheral|Peripheral Nervous System Disorders|Nerve Disease, Peripheral|Peripheral Nerve Diseases|Peripheral Nerve Disease|Nerve Diseases, Peripheral|PNS (Peripheral Nervous System) Diseases|PNS Disease|PNS Diseases",http://purl.bioontology.org/ontology/MESH/D009468,C4721453,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T031089|T369784|T031087|T031088|T031090|T369785|T369786
494697,Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009422,T047,"Nervous System Disease|Nervous System Disorders|Nervous System Disorder|Neurologic Disorder|Disorders, Neurologic|Neurologic Disorders|Diseases, Nervous System|Disorders, Nervous System|Disorder, Neurological|Disorders, Neurological|Disorder, Neurologic|Neurological Disorder|Neurological Disorders|Disease, Nervous System|Disorder, Nervous System",http://www.w3.org/2002/07/owl#Thing,C0027765,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T372292|T372293|T372291|T028092
495585,Central Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D002493,T047,CNS Disease|CNS Diseases|Central Nervous System Disorder|Central Nervous System Disease|Central Nervous System Disorders,http://purl.bioontology.org/ontology/MESH/D009422,C0007682,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T000997562|T000997561|T000997560|T007269|T366743|T007268
497391,Autonomic Nervous System Diseases,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D001342,T047,"Segmental Autonomic Dysfunctions|Autonomic Nervous System Disorders|Autonomic Disease|Peripheral Autonomic Nervous System Diseases|Disorders of the Autonomic Nervous System|Autonomic Dysfunction, Segmental|Sympathetic Nervous System Diseases|Segmental Autonomic Dysfunction|ANS Disease|Autonomic Central Nervous System Diseases|Autonomic Diseases|ANS (Autonomic Nervous System) Diseases|Parasympathetic Nervous System Diseases|ANS Diseases|Nervous System Diseases, Parasympathetic|Autonomic Peripheral Nervous System Diseases|Nervous System Diseases, Autonomic|Central Autonomic Nervous System Diseases|Nervous System Diseases, Sympathetic|Autonomic Dysfunctions, Segmental",http://purl.bioontology.org/ontology/MESH/D009422,C0750946|C0393912|C0750945|C0750944|C1145628,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T003945|T368973|T368977|T368979|T368983|T003946|T368971|T003944|T368974|T368980|T368982|T368975|T368978|T368976|T368972|T368981
155387,Nerve Tissue Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D009419,T116,"Tissue Proteins, Nerve|Proteins, Nerve Tissue",http://purl.bioontology.org/ontology/MESH/D011506,C0027759,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T028088
373235,Nerve Tissue Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D009419,T123,"Tissue Proteins, Nerve|Proteins, Nerve Tissue",http://purl.bioontology.org/ontology/MESH/D011506,C0027759,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T028088
504101,Nerve Regeneration,Organ or Tissue Function,http://purl.bioontology.org/ontology/MESH/D009416,T042,"Nerve Tissue Regenerations|Nervous Tissue Regenerations|Tissue Regeneration, Neural|Regeneration, Nerve|Regeneration, Nervous Tissue|Neural Tissue Regenerations|Tissue Regeneration, Nerve|Regeneration, Neural Tissue|Regeneration, Nerve Tissue|Neural Tissue Regeneration|Tissue Regeneration, Nervous|Nerve Tissue Regeneration|Nervous Tissue Regeneration",http://purl.bioontology.org/ontology/MESH/D012038|http://purl.bioontology.org/ontology/MESH/D009424,C0027756|C4326926,DE ES GE IM PH RE,T000954901|T000954904|T000954903|T028083
509890,Nerve Regeneration,Cell Function,http://purl.bioontology.org/ontology/MESH/D009416,T043,"Nerve Tissue Regenerations|Nervous Tissue Regenerations|Tissue Regeneration, Neural|Regeneration, Nerve|Regeneration, Nervous Tissue|Neural Tissue Regenerations|Tissue Regeneration, Nerve|Regeneration, Neural Tissue|Regeneration, Nerve Tissue|Neural Tissue Regeneration|Tissue Regeneration, Nervous|Nerve Tissue Regeneration|Nervous Tissue Regeneration",http://purl.bioontology.org/ontology/MESH/D012038|http://purl.bioontology.org/ontology/MESH/D009424,C0027756|C4326926,DE ES GE IM PH RE,T000954901|T000954904|T000954903|T028083
155386,Nerve Growth Factors,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D009414,T116,"Neurotrophic Factor|Neurotrophin|Neurite Outgrowth Factors|Neuronal Growth-Associated Protein|Neurotrophic Proteins|Neurotrophic Factors|Factors, Neuronotrophic|Outgrowth Factors, Neurite|Factors, Neurotrophic|Growth Associated Proteins, Neuronal|Neurotrophins|Factor, Neurotrophic|Neuronal Growth Associated Proteins|Factor, Neuronotrophic|Protein, Neuronal Growth-Associated|Factor, Neurite Outgrowth|Factors, Neurite Outgrowth|Outgrowth Factor, Neurite|Growth-Associated Protein, Neuronal|Neuronal Growth-Associated Proteins|Growth-Associated Proteins, Neuronal|Proteins, Neuronal Growth-Associated|Neurotrophic Protein|Neuronotrophic Factors|Factors, Nerve Growth|Neuronotrophic Factor|Neurite Outgrowth Factor|Neuronal Growth Associated Protein",http://purl.bioontology.org/ontology/MESH/D036341|http://purl.bioontology.org/ontology/MESH/D009419,C0751369|C0242405|C0027754,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000996291|T362558|T000999786|T362504|T096741|T028079|T000999787|T000999784|T362522|T028080|T096735|T362521|T028075|T028078|T000999785
373234,Nerve Growth Factors,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D009414,T123,"Neurotrophic Factor|Neurotrophin|Neurite Outgrowth Factors|Neuronal Growth-Associated Protein|Neurotrophic Proteins|Neurotrophic Factors|Factors, Neuronotrophic|Outgrowth Factors, Neurite|Factors, Neurotrophic|Growth Associated Proteins, Neuronal|Neurotrophins|Factor, Neurotrophic|Neuronal Growth Associated Proteins|Factor, Neuronotrophic|Protein, Neuronal Growth-Associated|Factor, Neurite Outgrowth|Factors, Neurite Outgrowth|Outgrowth Factor, Neurite|Growth-Associated Protein, Neuronal|Neuronal Growth-Associated Proteins|Growth-Associated Proteins, Neuronal|Proteins, Neuronal Growth-Associated|Neurotrophic Protein|Neuronotrophic Factors|Factors, Nerve Growth|Neuronotrophic Factor|Neurite Outgrowth Factor|Neuronal Growth Associated Protein",http://purl.bioontology.org/ontology/MESH/D036341|http://purl.bioontology.org/ontology/MESH/D009419,C0751369|C0242405|C0027754,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000996291|T362558|T000999786|T362504|T096741|T028079|T000999787|T000999784|T362522|T028080|T096735|T362521|T028075|T028078|T000999785
515114,Nerve Degeneration,Cell or Molecular Dysfunction,http://purl.bioontology.org/ontology/MESH/D009410,T049,"Degeneration, Nerve|Nerve Degenerations|Neuron Degenerations|Neuron Degeneration|Degeneration, Neuron|Degenerations, Nerve|Degenerations, Neuron",http://purl.bioontology.org/ontology/MESH/D010335,C0027746,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T028061|T028060
503079,Myelin Sheath,Cell Component,http://purl.bioontology.org/ontology/MESH/D009186,T026,"Sheaths, Myelin|Sheath, Myelin|Myelin Sheaths|Myelin",http://purl.bioontology.org/ontology/MESH/D012583|http://purl.bioontology.org/ontology/MESH/D009836|http://purl.bioontology.org/ontology/MESH/D009417|http://purl.bioontology.org/ontology/MESH/D009413|http://purl.bioontology.org/ontology/MESH/D021961,C0026969|C0026973,CH CL DE EN GE IM ME MI PA PH PS RE TR UL VI,T027408|T027409
495642,"Muscular Atrophy, Spinal",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009134,T047,"Progressive Muscular Atrophies|Motor Neuronopathy, Hereditary|Neuronopathies, Hereditary Motor|Spinal Amyotrophy|Myelopathic Muscular Atrophy|Spinal Muscular Atrophy, Distal|Oculopharyngeal Spinal Muscular Atrophy|Neuronopathy, Hereditary Motor|Neuronopathies, Bulbospinal|Atrophy, Progressive Muscular|Adult Spinal Muscular Atrophy|Amyotrophies, Spinal|Muscular Atrophies, Progressive|Spinal Muscular Atrophy, Oculopharyngeal|Spinal Muscular Atrophy, Scapuloperoneal Form|Myelopathic Muscular Atrophy, Progressive|Amyotrophy, Spinal|Scapuloperoneal Spinal Muscular Atrophy|Bulbospinal Neuronopathy|Adult-Onset Spinal Muscular Atrophy|Neuronopathy, Bulbospinal|Amyotrophy, Neurogenic Scapuloperoneal, New England Type|Distal Spinal Muscular Atrophy|Motor Neuronopathies, Hereditary|Hereditary Motor Neuronopathies|Bulbospinal Neuronopathies|Atrophy, Spinal Muscular|Progressive Myelopathic Muscular Atrophy|Muscular Atrophy, Progressive|Spinal Muscular Atrophy|Hereditary Motor Neuronopathy|Muscular Atrophy, Myelopathic|Progressive Proximal Myelopathic Muscular Atrophy|Progressive Muscular Atrophy|Spinal Amyotrophies|Proximal Myelopathic Muscular Atrophy, Progressive|Atrophy, Myelopathic Muscular|Muscular Atrophy, Adult Spinal|Spinal Muscular Atrophy, Scapuloperoneal|Scapuloperoneal Form of Spinal Muscular Atrophy|Atrophies, Progressive Muscular|Adult Onset Spinal Muscular Atrophy",http://purl.bioontology.org/ontology/MESH/D013118|http://purl.bioontology.org/ontology/MESH/D016472,C0751335|C0751334|C0393547|C3661519|C0270765|C0393541|C0026847|C0393546|C0917981,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T812433|T027303|T369581|T369612|T369585|T369614|T369610|T027300|T369616|T812434|T842507|T842508|T812432|T752489|T752490|T369611|T369609|T369615|T369584|T369608|T369613|T027302|T027301
494080,Multiple Sclerosis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D009103,T047,"Sclerosis, Multiple|Multiple Sclerosis, Acute Fulminating|Sclerosis, Disseminated|MS (Multiple Sclerosis)|Disseminated Sclerosis",http://purl.bioontology.org/ontology/MESH/D020278,C0751324|C0026769,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T027213|T366473|T366472|T027212
494477,Opticospinal Multiple Sclerosis,Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/C580329,T047,Optic-Spinal MS|Optic-Spinal Multiple Sclerosis|Opticospinal MS,,C3711850,,T843934|T843936|T843937|T843935
498385,"Multiple Sclerosis, Chronic Progressive",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020528,T047,"Remittent Progressive Multiple Sclerosis|Multiple Sclerosis, Progressive Relapsing|Progressive Relapsing Multiple Sclerosis|Multiple Sclerosis, Remittent Progressive|Secondary Progressive Multiple Sclerosis|Chronic Progressive Multiple Sclerosis|Primary Progressive Multiple Sclerosis|Multiple Sclerosis, Secondary Progressive|Multiple Sclerosis, Primary Progressive",http://purl.bioontology.org/ontology/MESH/D002908|http://purl.bioontology.org/ontology/MESH/D009103,C0751965|C0393665|C0393666|C0751964,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366513|T366515|T366511|T366517|T366516|T366514|T366512|T366518|T358148|T366510
498387,"Multiple Sclerosis, Relapsing-Remitting",Disease or Syndrome,http://purl.bioontology.org/ontology/MESH/D020529,T047,"Multiple Sclerosis, Relapsing Remitting|Remitting-Relapsing Multiple Sclerosis|Acute Relapsing Multiple Sclerosis|Multiple Sclerosis, Remitting-Relapsing|Relapsing-Remitting Multiple Sclerosis|Multiple Sclerosis, Acute Relapsing|Relapsing Remitting Multiple Sclerosis|Remitting Relapsing Multiple Sclerosis",http://purl.bioontology.org/ontology/MESH/D009103,C0751967|C0393664,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T366522|T366519|T358152|T366520|T366521
146813,Molecular Motor Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D020409,T116,"Motility Proteins|Proteins, Motility|Proteins, Molecular Motor|Motor Proteins, Molecular",http://purl.bioontology.org/ontology/MESH/D000251|http://purl.bioontology.org/ontology/MESH/D046912,C1720836|C1720835,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T662660|T655526
367973,Molecular Motor Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D020409,T123,"Motility Proteins|Proteins, Motility|Proteins, Molecular Motor|Motor Proteins, Molecular",http://purl.bioontology.org/ontology/MESH/D000251|http://purl.bioontology.org/ontology/MESH/D046912,C1720836|C1720835,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T662660|T655526
96426,Molecular Chaperones,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D018832,T116,"Chaperone, Molecular|Chaperones, Molecular|Molecular Chaperone",http://purl.bioontology.org/ontology/MESH/D011506,C0243041,AD AE AG AI AN BI BL CF CH CL CS DE EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T056143|T056142|T056144|T056141
338063,Molecular Chaperones,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D018832,T123,"Chaperone, Molecular|Chaperones, Molecular|Molecular Chaperone",http://purl.bioontology.org/ontology/MESH/D011506,C0243041,AD AE AG AI AN BI BL CF CH CL CS DE EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T056143|T056142|T056144|T056141
93589,Mitochondrial Proton-Translocating ATPases,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D025261,T116,"Mitochondrial Proton Translocating ATPases|Mitochondrial F(1)F(0) ATPase|Mitochondrial ATP Synthase|Electron Transport Complex V|ATP Synthases, Mitochondrial|ATPases, Mitochondrial Proton-Translocating|Mitochondrial ATP Synthases|ATP Synthase, Mitochondrial|Respiratory Complex V|Proton-Translocating ATPases, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D006180|http://purl.bioontology.org/ontology/MESH/D045222,C0949692,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T001106905|T001106866|T430290|T430291|T430292|T430289
93750,Mitochondrial Permeability Transition Pore,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D000083162,T116,Mitochondrial Megachannel|Mitochondrial Permeability Transition Pore (mPTP)|mPTP Protein,http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D046912,C0908146,AA AD AE AG AI AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T001004918|T001004919|T001004917|T001004916
109411,Mitochondrial Trifunctional Protein,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D063991,T116,"Mitochondrial Fatty Acid beta-Oxidation Trifunctional Protein|Mitochondrial Long Chain Enoyl CoA Hydratase 3 Hydroxyacyl CoA Dehydrogenase 3 Ketoacyl CoA Thiolase Trifunctional Protein|Mitochondrial Fatty Acid beta Oxidation Trifunctional Protein|FA beta-OMC|Trifunctional Protein, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D008565|http://purl.bioontology.org/ontology/MESH/D064251|http://purl.bioontology.org/ontology/MESH/D063989|http://purl.bioontology.org/ontology/MESH/D024101|http://purl.bioontology.org/ontology/MESH/D000102|http://purl.bioontology.org/ontology/MESH/D004746,C3658275,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T834070|T255242|T833045|T833047
109412,"Mitochondrial Trifunctional Protein, beta Subunit","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D063993,T116,,http://purl.bioontology.org/ontology/MESH/D063991,C3537347,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T833050
109413,"Mitochondrial Trifunctional Protein, alpha Subunit","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D063992,T116,,http://purl.bioontology.org/ontology/MESH/D063991,C3538963,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T833046
132468,"Mitochondrial ADP, ATP Translocases","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D000226,T116,"ATP Translocase|Mitochondrial ADP-ATP Carriers|ATP-ADP Translocase|ADP,ATP Carrier|Mitochondrial ADP ATP Carriers|Adenine Nucleotide Translocase|Adenine Nucleotide Carrier (Mitochondrial)|ADP Translocase|ATP,ADP-Carrier|ADP-ATP Carriers, Mitochondrial|ADP,ATP Translocator Protein",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D017920|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D033704,C0001412|C1141015,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000670|T000665|T000669|T469223|T469224|T000664|T000666|T000672|T000668|T000667
138767,Mitochondrial Uncoupling Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D000071245,T116,"Protein, Uncoupling|Uncoupling Proteins, Mitochondrial|Uncoupling Proteins|Mitochondrial UCPs|Uncoupling Protein|UCPs, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D000070590,C4277622,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000894149|T000894153|T001005726|T000894151
146164,"Aldehyde Dehydrogenase, Mitochondrial","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D000071396,T116,"ALDH2 Protein|Dehydrogenase, Mitochondrial Aldehyde|Mitochondrial Aldehyde Dehydrogenase",http://purl.bioontology.org/ontology/MESH/D000444|http://purl.bioontology.org/ontology/MESH/D024101,C2827577,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000898937|T000895012
151337,Mitochondrial Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D024101,T116,"Mitochondrial Protein|Protein, Mitochondrial|Proteins, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D011506,C0949610,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T423827|T423829|T423828
152668,Mitochondrial Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D033681,T116,"Membrane Transport Proteins, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D026901|http://purl.bioontology.org/ontology/MESH/D024101,C1135979,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T469014|T468921
157862,"Aspartate Aminotransferase, Mitochondrial","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D024442,T116,"Mitochondrial Aspartate Aminotransferase|Glutamate Oxaloacetate Transaminase 2|Aminotransferase, Mitochondrial Aspartate|Glutamate Oxaloacetate Transaminase-2|Oxaloacetate Transaminase-2, Glutamate|Transaminase-2, Glutamate Oxaloacetate",http://purl.bioontology.org/ontology/MESH/D001219,C0684153,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T425547|T425548
170969,Mitochondrial Precursor Protein Import Complex Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D000090622,T116,"TIM Complex|TIM23 Complex|Translocase, TOM|TIMM Complex|Mitochondrial Protein Import Machinery Proteins|TOM Complex|Translocase of the Inner Mitochondrial Membrane Complex|Translocase of the Inner Membrane Complex|Translocases of the Inner Membrane Complex|Translocases of the Inner Membrane 23 Complex|Preprotein Translocases, Mitochondrial|Sorting and Assembly Machinery Complex|Import Complex, Mitochondrial|TOMM Complex|Mitochondrial Preprotein Translocases|Mitochondrial Intermembrane Space Import and Assembly Complex|TOM Translocase|Translocase Outer Mitochondrial Membrane|Mitochondrial Import Complex|Translocases, Mitochondrial Preprotein|SAM Complex|Translocase of the Outer Membrane Complex|Mitochondrial Precursor Protein Import Machinery Proteins|TOMM Machinery|MIA Complex|MIM Complex|TOM Channel",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D046912|http://purl.bioontology.org/ontology/MESH/D000069284,C5544445|C5544447|C5444702|C5545266|C5544446|C5444760|C5545265|C1453423|C5444237,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T001104524|T001104480|T001104476|T001104479|T001104510|T001104487|T001104486|T001104492|T001104493|T001104500|T001104475|T001104488|T001104491|T001104509|T001104501|T001104478|T001104525|T001107368|T001104484|T001104489|T001104511|T001104508|T001104485|T001104483
171821,"Creatine Kinase, Mitochondrial Form","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D052281,T116,"Creatine Kinase, Mitochondrial|Mitochondrial Creatine Kinase|Kinase, Mitochondrial Creatine",http://purl.bioontology.org/ontology/MESH/D024101|http://purl.bioontology.org/ontology/MESH/D003402,C0914594,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T416009|T416007|T638458
336511,Mitochondrial Permeability Transition Pore,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D000083162,T123,Mitochondrial Megachannel|Mitochondrial Permeability Transition Pore (mPTP)|mPTP Protein,http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D046912,C0908146,AA AD AE AG AI AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T001004918|T001004919|T001004917|T001004916
345848,"Mitochondrial Trifunctional Protein, beta Subunit",Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D063993,T123,,http://purl.bioontology.org/ontology/MESH/D063991,C3537347,AD AE AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T833050
359493,"Mitochondrial ADP, ATP Translocases",Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D000226,T123,"ATP Translocase|Mitochondrial ADP-ATP Carriers|ATP-ADP Translocase|ADP,ATP Carrier|Mitochondrial ADP ATP Carriers|Adenine Nucleotide Translocase|Adenine Nucleotide Carrier (Mitochondrial)|ADP Translocase|ATP,ADP-Carrier|ADP-ATP Carriers, Mitochondrial|ADP,ATP Translocator Protein",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D017920|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D033704,C0001412|C1141015,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000670|T000665|T000669|T469223|T469224|T000664|T000666|T000672|T000668|T000667
363216,Mitochondrial Uncoupling Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D000071245,T123,"Protein, Uncoupling|Uncoupling Proteins, Mitochondrial|Uncoupling Proteins|Mitochondrial UCPs|Uncoupling Protein|UCPs, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D000070590,C4277622,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T000894149|T000894153|T001005726|T000894151
370753,Mitochondrial Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D024101,T123,"Mitochondrial Protein|Protein, Mitochondrial|Proteins, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D011506,C0949610,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T423827|T423829|T423828
371606,Mitochondrial Membrane Transport Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D033681,T123,"Membrane Transport Proteins, Mitochondrial",http://purl.bioontology.org/ontology/MESH/D026901|http://purl.bioontology.org/ontology/MESH/D024101,C1135979,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T469014|T468921
382718,Mitochondrial Precursor Protein Import Complex Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D000090622,T123,"TIM Complex|TIM23 Complex|Translocase, TOM|TIMM Complex|Mitochondrial Protein Import Machinery Proteins|TOM Complex|Translocase of the Inner Mitochondrial Membrane Complex|Translocase of the Inner Membrane Complex|Translocases of the Inner Membrane Complex|Translocases of the Inner Membrane 23 Complex|Preprotein Translocases, Mitochondrial|Sorting and Assembly Machinery Complex|Import Complex, Mitochondrial|TOMM Complex|Mitochondrial Preprotein Translocases|Mitochondrial Intermembrane Space Import and Assembly Complex|TOM Translocase|Translocase Outer Mitochondrial Membrane|Mitochondrial Import Complex|Translocases, Mitochondrial Preprotein|SAM Complex|Translocase of the Outer Membrane Complex|Mitochondrial Precursor Protein Import Machinery Proteins|TOMM Machinery|MIA Complex|MIM Complex|TOM Channel",http://purl.bioontology.org/ontology/MESH/D033681|http://purl.bioontology.org/ontology/MESH/D046912|http://purl.bioontology.org/ontology/MESH/D000069284,C5544445|C5544447|C5444702|C5545266|C5544446|C5444760|C5545265|C1453423|C5444237,AD AE AG AI AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T001104524|T001104480|T001104476|T001104479|T001104510|T001104487|T001104486|T001104492|T001104493|T001104500|T001104475|T001104488|T001104491|T001104509|T001104501|T001104478|T001104525|T001107368|T001104484|T001104489|T001104511|T001104508|T001104485|T001104483
