,Preferred Label,Semantic Types Label,Class ID,Semantic Types,Synonyms,Parents,CUI,AQL,TERMUI,mesh_id
443,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011985,T116,"5-HT Receptor|Receptors, 5-HT|5-Hydroxytryptamine Receptor|Serotonin Receptor|Receptor, Tryptamine|Tryptamine Receptors|Receptors, 5-Hydroxytryptamine|5 Hydroxytryptamine Receptors|5-HT Receptors|Receptors, 5 Hydroxytryptamine|5 HT Receptors|Receptor, Serotonin|Tryptamine Receptor|Receptor, 5-HT|5-Hydroxytryptamine Receptors|5 Hydroxytryptamine Receptor|Serotonin Receptors|5 HT Receptor|Receptors, 5 HT|Receptors, Tryptamine|Receptor, 5-Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D017981|http://purl.bioontology.org/ontology/MESH/D017982|http://purl.bioontology.org/ontology/MESH/D043562,C0034838|C0041247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T035614|T035617|T035615|T000996659|T035616|T035618|T035625|T000996661|T000996660|T035613|T000996658|T035626,D011985
444,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011985,T116,"5-HT Receptor|Receptors, 5-HT|5-Hydroxytryptamine Receptor|Serotonin Receptor|Receptor, Tryptamine|Tryptamine Receptors|Receptors, 5-Hydroxytryptamine|5 Hydroxytryptamine Receptors|5-HT Receptors|Receptors, 5 Hydroxytryptamine|5 HT Receptors|Receptor, Serotonin|Tryptamine Receptor|Receptor, 5-HT|5-Hydroxytryptamine Receptors|5 Hydroxytryptamine Receptor|Serotonin Receptors|5 HT Receptor|Receptors, 5 HT|Receptors, Tryptamine|Receptor, 5-Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D017981|http://purl.bioontology.org/ontology/MESH/D017982|http://purl.bioontology.org/ontology/MESH/D043562,C0034838|C0041247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T035614|T035617|T035615|T000996659|T035616|T035618|T035625|T000996661|T000996660|T035613|T000996658|T035626,D011985
445,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011985,T116,"5-HT Receptor|Receptors, 5-HT|5-Hydroxytryptamine Receptor|Serotonin Receptor|Receptor, Tryptamine|Tryptamine Receptors|Receptors, 5-Hydroxytryptamine|5 Hydroxytryptamine Receptors|5-HT Receptors|Receptors, 5 Hydroxytryptamine|5 HT Receptors|Receptor, Serotonin|Tryptamine Receptor|Receptor, 5-HT|5-Hydroxytryptamine Receptors|5 Hydroxytryptamine Receptor|Serotonin Receptors|5 HT Receptor|Receptors, 5 HT|Receptors, Tryptamine|Receptor, 5-Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D017981|http://purl.bioontology.org/ontology/MESH/D017982|http://purl.bioontology.org/ontology/MESH/D043562,C0034838|C0041247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T035614|T035617|T035615|T000996659|T035616|T035618|T035625|T000996661|T000996660|T035613|T000996658|T035626,D011985
446,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D011985,T116,"5-HT Receptor|Receptors, 5-HT|5-Hydroxytryptamine Receptor|Serotonin Receptor|Receptor, Tryptamine|Tryptamine Receptors|Receptors, 5-Hydroxytryptamine|5 Hydroxytryptamine Receptors|5-HT Receptors|Receptors, 5 Hydroxytryptamine|5 HT Receptors|Receptor, Serotonin|Tryptamine Receptor|Receptor, 5-HT|5-Hydroxytryptamine Receptors|5 Hydroxytryptamine Receptor|Serotonin Receptors|5 HT Receptor|Receptors, 5 HT|Receptors, Tryptamine|Receptor, 5-Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D017981|http://purl.bioontology.org/ontology/MESH/D017982|http://purl.bioontology.org/ontology/MESH/D043562,C0034838|C0041247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T035614|T035617|T035615|T000996659|T035616|T035618|T035625|T000996661|T000996660|T035613|T000996658|T035626,D011985
447,Serotonin Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050486,T116,"Solute Carrier Family 6, Member 4 Protein|SLC6A4 Protein|Transporter, Sodium-Dependent Serotonin|Serotonin Transporter, Platelet|Neurotransmitter Transporters, Serotonin Specific|Serotonectin|Neurotransmitter Transport Proteins, Serotonin Specific|5-Hydroxytryptamine Plasma Membrane Transport Protein|Platelet Serotonin Transporter|Serotonin Transporter, Platelets|Serotonin Transporter|Neurotransmitter Transport Proteins, Serotonin-Specific|Sodium-Dependent Serotonin Transporter|Serotonin Transporter, Sodium-Dependent|Serotonin Plasma Membrane Transporter Proteins|5 Hydroxytryptamine Plasma Membrane Transport Protein|SERT Proteins|5HT Transporter|Sodium Dependent Serotonin Transporter|Platelets Serotonin Transporter|Neurotransmitter Transporters, Serotonin-Specific|Serotonin-Specific Neurotransmitter Transporters",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D050480,C0170657|C0074383|C4255009,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T619535|T621752|T618233|T612762|T000892227|T147246|T234190|T000892226|T612761|T621751|T618234|T618232|T619877|T147247,D050486
448,Serotonin Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D050486,T116,"Solute Carrier Family 6, Member 4 Protein|SLC6A4 Protein|Transporter, Sodium-Dependent Serotonin|Serotonin Transporter, Platelet|Neurotransmitter Transporters, Serotonin Specific|Serotonectin|Neurotransmitter Transport Proteins, Serotonin Specific|5-Hydroxytryptamine Plasma Membrane Transport Protein|Platelet Serotonin Transporter|Serotonin Transporter, Platelets|Serotonin Transporter|Neurotransmitter Transport Proteins, Serotonin-Specific|Sodium-Dependent Serotonin Transporter|Serotonin Transporter, Sodium-Dependent|Serotonin Plasma Membrane Transporter Proteins|5 Hydroxytryptamine Plasma Membrane Transport Protein|SERT Proteins|5HT Transporter|Sodium Dependent Serotonin Transporter|Platelets Serotonin Transporter|Neurotransmitter Transporters, Serotonin-Specific|Serotonin-Specific Neurotransmitter Transporters",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D050480,C0170657|C0074383|C4255009,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T619535|T621752|T618233|T612762|T000892227|T147246|T234190|T000892226|T612761|T621751|T618234|T618232|T619877|T147247,D050486
449,Serotonin Plasma Membrane Transport Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D050486,T123,"Solute Carrier Family 6, Member 4 Protein|SLC6A4 Protein|Transporter, Sodium-Dependent Serotonin|Serotonin Transporter, Platelet|Neurotransmitter Transporters, Serotonin Specific|Serotonectin|Neurotransmitter Transport Proteins, Serotonin Specific|5-Hydroxytryptamine Plasma Membrane Transport Protein|Platelet Serotonin Transporter|Serotonin Transporter, Platelets|Serotonin Transporter|Neurotransmitter Transport Proteins, Serotonin-Specific|Sodium-Dependent Serotonin Transporter|Serotonin Transporter, Sodium-Dependent|Serotonin Plasma Membrane Transporter Proteins|5 Hydroxytryptamine Plasma Membrane Transport Protein|SERT Proteins|5HT Transporter|Sodium Dependent Serotonin Transporter|Platelets Serotonin Transporter|Neurotransmitter Transporters, Serotonin-Specific|Serotonin-Specific Neurotransmitter Transporters",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D050480,C0170657|C0074383|C4255009,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T619535|T621752|T618233|T612762|T000892227|T147246|T234190|T000892226|T612761|T621751|T618234|T618232|T619877|T147247,D050486
450,Serotonin Plasma Membrane Transport Proteins,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D050486,T123,"Solute Carrier Family 6, Member 4 Protein|SLC6A4 Protein|Transporter, Sodium-Dependent Serotonin|Serotonin Transporter, Platelet|Neurotransmitter Transporters, Serotonin Specific|Serotonectin|Neurotransmitter Transport Proteins, Serotonin Specific|5-Hydroxytryptamine Plasma Membrane Transport Protein|Platelet Serotonin Transporter|Serotonin Transporter, Platelets|Serotonin Transporter|Neurotransmitter Transport Proteins, Serotonin-Specific|Sodium-Dependent Serotonin Transporter|Serotonin Transporter, Sodium-Dependent|Serotonin Plasma Membrane Transporter Proteins|5 Hydroxytryptamine Plasma Membrane Transport Protein|SERT Proteins|5HT Transporter|Sodium Dependent Serotonin Transporter|Platelets Serotonin Transporter|Neurotransmitter Transporters, Serotonin-Specific|Serotonin-Specific Neurotransmitter Transporters",http://purl.bioontology.org/ontology/MESH/D027981|http://purl.bioontology.org/ontology/MESH/D000070590|http://purl.bioontology.org/ontology/MESH/D050480,C0170657|C0074383|C4255009,AD AE AG AN BI BL CF CH CL CS DE DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UL UR,T619535|T621752|T618233|T612762|T000892227|T147246|T234190|T000892226|T612761|T621751|T618234|T618232|T619877|T147247,D050486
451,"Receptor, Serotonin, 5-HT1A","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044282,T116,"5 Hydroxytryptamine 1A Receptors|5-HT1A Serotonin Receptor|Receptor Serotonin, 5-HT1a|5-Hydroxytryptamine 1A Receptors|5 HT1A Receptor|Receptor, 5-HT1A|Receptor, 5 Hydroxytryptamine 1A|5-HT(1A) Receptor|1A Receptors, 5-Hydroxytryptamine|Serotonin, 5 HT1a Receptor|1A Receptor, 5-Hydroxytryptamine|Receptor, Serotonin 1A|5-HT1a Receptor Serotonin|Receptors, 5-Hydroxytryptamine 1A|Serotonin Receptor, 5-HT1A|Receptor, 5-HT1A Serotonin|5-Hydroxytryptamine 1A Receptor|Serotonin Receptor, 5 HT1A|5 Hydroxytryptamine 1A Receptor|5-HT1A Receptor|Receptor, 5-Hydroxytryptamine 1A|Serotonin 1A Receptor|Serotonin, 5-HT1a Receptor",http://purl.bioontology.org/ontology/MESH/D044263,C0379900,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T245659|T245657|T530359|T530349|T245658|T245655|T245663|T530358|T245660,D044282
452,"Receptor, Serotonin, 5-HT1A","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044282,T116,"5 Hydroxytryptamine 1A Receptors|5-HT1A Serotonin Receptor|Receptor Serotonin, 5-HT1a|5-Hydroxytryptamine 1A Receptors|5 HT1A Receptor|Receptor, 5-HT1A|Receptor, 5 Hydroxytryptamine 1A|5-HT(1A) Receptor|1A Receptors, 5-Hydroxytryptamine|Serotonin, 5 HT1a Receptor|1A Receptor, 5-Hydroxytryptamine|Receptor, Serotonin 1A|5-HT1a Receptor Serotonin|Receptors, 5-Hydroxytryptamine 1A|Serotonin Receptor, 5-HT1A|Receptor, 5-HT1A Serotonin|5-Hydroxytryptamine 1A Receptor|Serotonin Receptor, 5 HT1A|5 Hydroxytryptamine 1A Receptor|5-HT1A Receptor|Receptor, 5-Hydroxytryptamine 1A|Serotonin 1A Receptor|Serotonin, 5-HT1a Receptor",http://purl.bioontology.org/ontology/MESH/D044263,C0379900,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T245659|T245657|T530359|T530349|T245658|T245655|T245663|T530358|T245660,D044282
453,"Receptor, Serotonin, 5-HT1B","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044302,T116,"Receptor, Serotonin 1Dbeta|Receptor, 5-HT1Dbeta|Receptors, 5-Hydroxytryptamine 1B|Serotonin 1B Receptor|5-Hydroxytryptamine 1B Receptor|Serotonin 1Dbeta Receptor|5 Hydroxytryptamine 1B Receptors|Receptors, Serotonin 1Dbeta|5-HT(1B) Receptor|5-HT1B Receptor|1B Receptors, 5-Hydroxytryptamine|Serotonin 1D Beta Receptor|Receptor, 5-HT1B|5 HT1B Receptor|Receptor, Serotonin Type 1Dbeta|5-HT(1Dbeta) Receptor|Receptor, 5-Hydroxytryptamine 1B|5 HT1Dbeta Receptor|Receptor, Serotonin 1B|5 Hydroxytryptamine 1B Receptor|Receptor, 5 Hydroxytryptamine 1B|1B Receptor, 5-Hydroxytryptamine|5-Hydroxytryptamine 1B Receptors|Serotonin 1Dbeta Receptors|5-HT1Dbeta Receptor",http://purl.bioontology.org/ontology/MESH/D017660|http://purl.bioontology.org/ontology/MESH/D044263,C0535025,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T270774|T253057|T253060|T270779|T297236|T530393|T270776|T253055|T270778|T253056|T253061|T253058|T270775,D044302
454,"Receptor, Serotonin, 5-HT1B","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044302,T116,"Receptor, Serotonin 1Dbeta|Receptor, 5-HT1Dbeta|Receptors, 5-Hydroxytryptamine 1B|Serotonin 1B Receptor|5-Hydroxytryptamine 1B Receptor|Serotonin 1Dbeta Receptor|5 Hydroxytryptamine 1B Receptors|Receptors, Serotonin 1Dbeta|5-HT(1B) Receptor|5-HT1B Receptor|1B Receptors, 5-Hydroxytryptamine|Serotonin 1D Beta Receptor|Receptor, 5-HT1B|5 HT1B Receptor|Receptor, Serotonin Type 1Dbeta|5-HT(1Dbeta) Receptor|Receptor, 5-Hydroxytryptamine 1B|5 HT1Dbeta Receptor|Receptor, Serotonin 1B|5 Hydroxytryptamine 1B Receptor|Receptor, 5 Hydroxytryptamine 1B|1B Receptor, 5-Hydroxytryptamine|5-Hydroxytryptamine 1B Receptors|Serotonin 1Dbeta Receptors|5-HT1Dbeta Receptor",http://purl.bioontology.org/ontology/MESH/D017660|http://purl.bioontology.org/ontology/MESH/D044263,C0535025,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T270774|T253057|T253060|T270779|T297236|T530393|T270776|T253055|T270778|T253056|T253061|T253058|T270775,D044302
455,"Receptor, Serotonin, 5-HT1D","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044346,T116,"Receptors, Serotonin 1D|Serotonin 1D Receptor|Receptor, Serotonin 1Dalpha|5 Hydroxytryptamine1D Receptor|Receptor, 5-HT1D|5 HT1D Receptor|5-HT1Dalpha Receptor|Serotonin 1D Receptors|5-HT1D Receptor|5-HT(1D) Receptor|5-Hydroxytryptamine1D Receptor|Serotonin 1Dalpha Receptor|Serotonin 1Dalpha Receptors|Receptor, 5-Hydroxytryptamine1D|Serotonin 1D Alpha Receptor|5-HT(1Dalpha) Receptor|Receptor, Serotonin 1D",http://purl.bioontology.org/ontology/MESH/D017660|http://purl.bioontology.org/ontology/MESH/D044263,C0534687|C0530967,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T297231|T301375|T301376|T301373|T297232|T530635|T301374|T297233|T297235|T301372|T297234|T297238|T297237,D044346
456,"Receptor, Serotonin, 5-HT1D","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044346,T116,"Receptors, Serotonin 1D|Serotonin 1D Receptor|Receptor, Serotonin 1Dalpha|5 Hydroxytryptamine1D Receptor|Receptor, 5-HT1D|5 HT1D Receptor|5-HT1Dalpha Receptor|Serotonin 1D Receptors|5-HT1D Receptor|5-HT(1D) Receptor|5-Hydroxytryptamine1D Receptor|Serotonin 1Dalpha Receptor|Serotonin 1Dalpha Receptors|Receptor, 5-Hydroxytryptamine1D|Serotonin 1D Alpha Receptor|5-HT(1Dalpha) Receptor|Receptor, Serotonin 1D",http://purl.bioontology.org/ontology/MESH/D017660|http://purl.bioontology.org/ontology/MESH/D044263,C0534687|C0530967,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T297231|T301375|T301376|T301373|T297232|T530635|T301374|T297233|T297235|T301372|T297234|T297238|T297237,D044346
457,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044348,T116,"S2 Receptors, Serotonin|Serotonin Receptors, 5-HT2|Serotonin 5 HT2 Receptors|5-HT2 Serotonin Receptors|5 HT 2 Receptors|Receptors, 5 HT 2|Serotonin-2 Receptors|5-HT2 Receptors, Serotonin|Receptors, Serotonin 5-HT2|Receptors, Serotonin S2|Serotonin 2 Receptors|Serotonin Receptors, 5 HT2|Receptors, 5-HT-2|Serotonin 5-HT2 Receptors|Receptors, Serotonin-2|Receptors, 5-HT2 Serotonin|5-HT-2 Receptors|Serotonin S2 Receptors|Receptors, Serotonin 2",http://purl.bioontology.org/ontology/MESH/D011985,C0036757,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T530666|T035623|T035619|T035620|T035621|T035624|T531394|T035622|T531395,D044348
458,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044348,T116,"S2 Receptors, Serotonin|Serotonin Receptors, 5-HT2|Serotonin 5 HT2 Receptors|5-HT2 Serotonin Receptors|5 HT 2 Receptors|Receptors, 5 HT 2|Serotonin-2 Receptors|5-HT2 Receptors, Serotonin|Receptors, Serotonin 5-HT2|Receptors, Serotonin S2|Serotonin 2 Receptors|Serotonin Receptors, 5 HT2|Receptors, 5-HT-2|Serotonin 5-HT2 Receptors|Receptors, Serotonin-2|Receptors, 5-HT2 Serotonin|5-HT-2 Receptors|Serotonin S2 Receptors|Receptors, Serotonin 2",http://purl.bioontology.org/ontology/MESH/D011985,C0036757,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T530666|T035623|T035619|T035620|T035621|T035624|T531394|T035622|T531395,D044348
459,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044348,T116,"S2 Receptors, Serotonin|Serotonin Receptors, 5-HT2|Serotonin 5 HT2 Receptors|5-HT2 Serotonin Receptors|5 HT 2 Receptors|Receptors, 5 HT 2|Serotonin-2 Receptors|5-HT2 Receptors, Serotonin|Receptors, Serotonin 5-HT2|Receptors, Serotonin S2|Serotonin 2 Receptors|Serotonin Receptors, 5 HT2|Receptors, 5-HT-2|Serotonin 5-HT2 Receptors|Receptors, Serotonin-2|Receptors, 5-HT2 Serotonin|5-HT-2 Receptors|Serotonin S2 Receptors|Receptors, Serotonin 2",http://purl.bioontology.org/ontology/MESH/D011985,C0036757,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T530666|T035623|T035619|T035620|T035621|T035624|T531394|T035622|T531395,D044348
460,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044348,T116,"S2 Receptors, Serotonin|Serotonin Receptors, 5-HT2|Serotonin 5 HT2 Receptors|5-HT2 Serotonin Receptors|5 HT 2 Receptors|Receptors, 5 HT 2|Serotonin-2 Receptors|5-HT2 Receptors, Serotonin|Receptors, Serotonin 5-HT2|Receptors, Serotonin S2|Serotonin 2 Receptors|Serotonin Receptors, 5 HT2|Receptors, 5-HT-2|Serotonin 5-HT2 Receptors|Receptors, Serotonin-2|Receptors, 5-HT2 Serotonin|5-HT-2 Receptors|Serotonin S2 Receptors|Receptors, Serotonin 2",http://purl.bioontology.org/ontology/MESH/D011985,C0036757,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T530666|T035623|T035619|T035620|T035621|T035624|T531394|T035622|T531395,D044348
461,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044422,T116,"5-Hydroxytryptamine-4 Receptor|Receptors, Serotonin, 5-HT4L|Receptor, Serotonin 4|5-HT4 Receptor|Receptors, Serotonin, 5-HT4S|Receptors, Serotonin 4|Serotonin 4 Receptor|Receptor, 5-HT4|5-HT4S Receptor|Receptor, 5-Hydroxytryptamine-4|Serotonin 4 Receptors|Receptor, 5-HT4L|5-HT4L Receptor|5 HT4S Receptor|5 HT4 Receptor|5 HT4L Receptor|Receptor, 5-HT4S|5 Hydroxytryptamine 4 Receptor",http://purl.bioontology.org/ontology/MESH/D011985,C0528338|C0299245|C0299247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T278723|T278719|T530927|T278720|T531022|T531023|T278722|T278721|T278725|T278724,D044422
462,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044422,T116,"5-Hydroxytryptamine-4 Receptor|Receptors, Serotonin, 5-HT4L|Receptor, Serotonin 4|5-HT4 Receptor|Receptors, Serotonin, 5-HT4S|Receptors, Serotonin 4|Serotonin 4 Receptor|Receptor, 5-HT4|5-HT4S Receptor|Receptor, 5-Hydroxytryptamine-4|Serotonin 4 Receptors|Receptor, 5-HT4L|5-HT4L Receptor|5 HT4S Receptor|5 HT4 Receptor|5 HT4L Receptor|Receptor, 5-HT4S|5 Hydroxytryptamine 4 Receptor",http://purl.bioontology.org/ontology/MESH/D011985,C0528338|C0299245|C0299247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T278723|T278719|T530927|T278720|T531022|T531023|T278722|T278721|T278725|T278724,D044422
463,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044422,T116,"5-Hydroxytryptamine-4 Receptor|Receptors, Serotonin, 5-HT4L|Receptor, Serotonin 4|5-HT4 Receptor|Receptors, Serotonin, 5-HT4S|Receptors, Serotonin 4|Serotonin 4 Receptor|Receptor, 5-HT4|5-HT4S Receptor|Receptor, 5-Hydroxytryptamine-4|Serotonin 4 Receptors|Receptor, 5-HT4L|5-HT4L Receptor|5 HT4S Receptor|5 HT4 Receptor|5 HT4L Receptor|Receptor, 5-HT4S|5 Hydroxytryptamine 4 Receptor",http://purl.bioontology.org/ontology/MESH/D011985,C0528338|C0299245|C0299247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T278723|T278719|T530927|T278720|T531022|T531023|T278722|T278721|T278725|T278724,D044422
464,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",http://purl.bioontology.org/ontology/MESH/D044422,T116,"5-Hydroxytryptamine-4 Receptor|Receptors, Serotonin, 5-HT4L|Receptor, Serotonin 4|5-HT4 Receptor|Receptors, Serotonin, 5-HT4S|Receptors, Serotonin 4|Serotonin 4 Receptor|Receptor, 5-HT4|5-HT4S Receptor|Receptor, 5-Hydroxytryptamine-4|Serotonin 4 Receptors|Receptor, 5-HT4L|5-HT4L Receptor|5 HT4S Receptor|5 HT4 Receptor|5 HT4L Receptor|Receptor, 5-HT4S|5 Hydroxytryptamine 4 Receptor",http://purl.bioontology.org/ontology/MESH/D011985,C0528338|C0299245|C0299247,AD AN BI BL CH CL DE DF GE HI IM IP ME PH RE TU UL,T278723|T278719|T530927|T278720|T531022|T531023|T278722|T278721|T278725|T278724,D044422
465,Serotonin,Organic Chemical,http://purl.bioontology.org/ontology/MESH/D012701,T109,"5 Hydroxytryptamine|5-HT|3-(2-Aminoethyl)-1H-indol-5-ol|Hippophaine|5-Hydroxytryptamine|Enteramine|1H-Indol-5-ol, 3-(2-aminoethyl)-|Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D014363|http://purl.bioontology.org/ontology/MESH/D012898,C0162466|C0036751,AA AD AE AN BI BL CF CH CL CS DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T037556|T037550|T037551|T037554|T037552|T037553|T037555,D012701
466,Serotonin,Organic Chemical,http://purl.bioontology.org/ontology/MESH/D012701,T109,"5 Hydroxytryptamine|5-HT|3-(2-Aminoethyl)-1H-indol-5-ol|Hippophaine|5-Hydroxytryptamine|Enteramine|1H-Indol-5-ol, 3-(2-aminoethyl)-|Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D014363|http://purl.bioontology.org/ontology/MESH/D012898,C0162466|C0036751,AA AD AE AN BI BL CF CH CL CS DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T037556|T037550|T037551|T037554|T037552|T037553|T037555,D012701
467,Serotonin,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D012701,T123,"5 Hydroxytryptamine|5-HT|3-(2-Aminoethyl)-1H-indol-5-ol|Hippophaine|5-Hydroxytryptamine|Enteramine|1H-Indol-5-ol, 3-(2-aminoethyl)-|Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D014363|http://purl.bioontology.org/ontology/MESH/D012898,C0162466|C0036751,AA AD AE AN BI BL CF CH CL CS DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T037556|T037550|T037551|T037554|T037552|T037553|T037555,D012701
468,Serotonin,Biologically Active Substance,http://purl.bioontology.org/ontology/MESH/D012701,T123,"5 Hydroxytryptamine|5-HT|3-(2-Aminoethyl)-1H-indol-5-ol|Hippophaine|5-Hydroxytryptamine|Enteramine|1H-Indol-5-ol, 3-(2-aminoethyl)-|Hydroxytryptamine",http://purl.bioontology.org/ontology/MESH/D014363|http://purl.bioontology.org/ontology/MESH/D012898,C0162466|C0036751,AA AD AE AN BI BL CF CH CL CS DF EC GE HI IM IP ME PD PH PK PO RE SD ST TO TU UR,T037556|T037550|T037551|T037554|T037552|T037553|T037555,D012701
469,Serotonin Syndrome,Injury or Poisoning,http://purl.bioontology.org/ontology/MESH/D020230,T037,"Syndromes, Serotonin|Syndrome, Serotonin|Serotonin Syndromes",http://purl.bioontology.org/ontology/MESH/D064420,C0699828,BL CF CI CL CN CO DG DH DI DT EC EH EM EN EP ET GE HI IM ME MI MO NU PA PC PP PS PX RH RT SU TH UR VE VI,T059984,D020230
470,GABA Agents,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018682,T121,"GABAergic Agent|GABA Effect|GABAergic Agents|Effect, GABAergic|GABAergic Effect|Effects, GABA|Agents, GABAergic|GABAergic Effects|Acid Agents, gamma-Aminobutyric|Effects, GABAergic|Agents, GABA|Agents, gamma-Aminobutyric Acid|gamma-Aminobutyric Acid Agents|GABA Effects|gamma Aminobutyric Acid Agents|Agent, GABAergic|Effect, GABA",http://purl.bioontology.org/ontology/MESH/D018377,C3179176|C0242898,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055624|T055623|T055621|T788059|T055622|T788057|T788058|T788056,D018682
471,GABA Agents,Pharmacologic Substance,http://purl.bioontology.org/ontology/MESH/D018682,T121,"GABAergic Agent|GABA Effect|GABAergic Agents|Effect, GABAergic|GABAergic Effect|Effects, GABA|Agents, GABAergic|GABAergic Effects|Acid Agents, gamma-Aminobutyric|Effects, GABAergic|Agents, GABA|Agents, gamma-Aminobutyric Acid|gamma-Aminobutyric Acid Agents|GABA Effects|gamma Aminobutyric Acid Agents|Agent, GABAergic|Effect, GABA",http://purl.bioontology.org/ontology/MESH/D018377,C3179176|C0242898,AD AE AN BL CF CH CL CS EC HI IM IP ME PD PK PO RE SD ST TO TU UR,T055624|T055623|T055621|T788059|T055622|T788057|T788058|T788056,D018682
