,Gene name,Gene type,Gene description
6647,PTTG3P,processed_pseudogene,"pituitary tumor-transforming 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:13422]"
6648,TMSB4XP4,processed_pseudogene,TMSB4X pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:11886]
6649,MGAT2P2,processed_pseudogene,MGAT2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51243]
6650,RPS15AP28,processed_pseudogene,ribosomal protein S15a pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36381]
6651,ATP5MC1P7,processed_pseudogene,ATP synthase membrane subunit c locus 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39510]
6652,RPL7AP63,processed_pseudogene,ribosomal protein L7a pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:35504]
6653,RPL9P30,processed_pseudogene,ribosomal protein L9 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:36316]
6654,,transcribed_processed_pseudogene,"non-metastatic cells 4, protein expressed in (NME4) pseudogene"
6655,GLULP4,processed_pseudogene,glutamate-ammonia ligase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:4345]
6656,YWHAZP6,processed_pseudogene,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:30849]
6657,,processed_pseudogene,"SPATA31 subfamily D, member 1 (SPATA31D1) pseudogene"
6658,SYF2P2,processed_pseudogene,SYF2 pre-mRNA splicing factor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38139]
6659,HSPE1P22,processed_pseudogene,heat shock protein family E (Hsp10) member 1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:49341]
6660,MTATP6P29,unprocessed_pseudogene,MT-ATP6 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:52187]
6661,MTCO3P29,unprocessed_pseudogene,MT-CO3 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:52132]
6662,MTND3P23,unprocessed_pseudogene,MT-ND3 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:52169]
6663,MTND4LP7,unprocessed_pseudogene,MT-ND4L pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42241]
6664,MTND4P15,unprocessed_pseudogene,MT-ND4 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:42202]
6665,,unprocessed_pseudogene,protein tyrosine phosphatase (similar to rodent ESP) pseudogene
6666,,unprocessed_pseudogene,transcription elongation regulator 1 like (TCERG1L) pseudogene
6667,BEND3P2,processed_pseudogene,BEN domain containing 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45015]
6668,ALDH7A1P3,processed_pseudogene,aldehyde dehydrogenase 7 family member A1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:880]
6669,,processed_pseudogene,"ribosomal protein L9, pseudogene"
6670,ETF1P2,processed_pseudogene,eukaryotic translation termination factor 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3479]
6671,HNRNPA3P3,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39772]
6672,MTND4LP14,processed_pseudogene,MT-ND4L pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:42248]
6673,CRLF3P1,processed_pseudogene,CRLF3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54732]
6674,RPS26P21,processed_pseudogene,ribosomal protein S26 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:36469]
6675,TMEM256P1,processed_pseudogene,transmembrane protein 256 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45087]
6676,MTATP6P23,processed_pseudogene,MT-ATP6 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:52179]
6677,RPS26P15,processed_pseudogene,ribosomal protein S26 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:35680]
6678,MTCO2P23,processed_pseudogene,MT-CO2 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:52152]
6679,NBPF17P,unprocessed_pseudogene,"NBPF member 17, pseudogene [Source:HGNC Symbol;Acc:HGNC:31997]"
6680,MTCO1P23,processed_pseudogene,MT-CO1 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:52088]
6681,MTND2P15,processed_pseudogene,MT-ND2 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:42116]
6682,MTND1P20,processed_pseudogene,MT-ND1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:42069]
6683,SEPTIN2P1,processed_pseudogene,septin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:40017]
6684,,processed_pseudogene,"GrpE-like 1, mitochondrial (E. coli) (GRPEL1) pseudogene"
6685,RNA5SP345,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 345 [Source:HGNC Symbol;Acc:HGNC:43245]"
6686,RPL32P25,processed_pseudogene,ribosomal protein L32 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:35721]
6687,,processed_pseudogene,pseudogene similar to part of dedicator of cytokinesis 1 (DOCK1)
6688,HMGN1P18,processed_pseudogene,high mobility group nucleosome binding domain 1 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:39362]
6689,MTCO1P55,processed_pseudogene,MT-CO1 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:52120]
6690,VPS25P1,processed_pseudogene,VPS25 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44250]
6691,MTND5P32,processed_pseudogene,MT-ND5 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:51951]
6692,,processed_pseudogene,"protein phosphatase 4, regulatory subunit 2 (PPP4R2) pseudogene"
6693,,processed_pseudogene,mitochondrial translational initiation factor 3 (MTIF3) pseudogene
6694,,processed_pseudogene,epithelial cell adhesion molecule (EPCAM) pseudo
6695,GAPDHP74,transcribed_processed_pseudogene,glyceraldehyde-3-phosphate dehydrogenase pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:50647]
6696,,processed_pseudogene,"protein phosphatase 2, catalytic subunit, beta isozyme (PPP2CB) pseudogene"
6697,KMT2CP3,unprocessed_pseudogene,lysine methyltransferase 2C pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:56181]
6698,,processed_pseudogene,dopamine receptor D5 (DRD5) pseudogene
6699,MTND5P20,processed_pseudogene,MT-ND5 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:42300]
6700,,processed_pseudogene,"aminolevulinate, delta-, synthase 1 (ALAS1) pseudogene"
6701,PPIAP54,processed_pseudogene,peptidylprolyl isomerase A pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:53678]
6702,OR7E66P,unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 66 pseudogene [Source:HGNC Symbol;Acc:HGNC:8442]
6703,BZW1P2,processed_pseudogene,basic leucine zipper and W2 domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33954]
6704,RPS11P7,processed_pseudogene,ribosomal protein S11 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36724]
6705,IMPDH1P2,processed_pseudogene,inosine monophosphate dehydrogenase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33957]
6706,,processed_pseudogene,"prothymosin, alpha (PTMA) pseudogene"
6707,MAPK6P5,processed_pseudogene,mitogen-activated protein kinase 6 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:18979]
6708,,unprocessed_pseudogene,"neuroblastoma breakpoint family, member 4 (NBPF4) pseudogene"
6709,,unprocessed_pseudogene,lymphocyte-specific protein 1 (LSP1) pseudogene
6710,PPIAP15,processed_pseudogene,peptidylprolyl isomerase A pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:9268]
6711,VN1R71P,processed_pseudogene,vomeronasal 1 receptor 71 pseudogene [Source:HGNC Symbol;Acc:HGNC:37392]
6712,,processed_pseudogene,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (ATP5C1) pseudogene"
6713,,unprocessed_pseudogene,zinc finger protein 551 (ZNF551) pseudogene
6714,ZNF444P1,processed_pseudogene,zinc finger protein 444 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35157]
6715,GAPDHP62,processed_pseudogene,glyceraldehyde 3 phosphate dehydrogenase pseudogene 62 [Source:HGNC Symbol;Acc:HGNC:4156]
6716,KRT17P3,unprocessed_pseudogene,keratin 17 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:33697]
6717,KYNUP2,processed_pseudogene,kynureninase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39200]
6718,SH3GL1P2,processed_pseudogene,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10836]"
6719,STK25P1,processed_pseudogene,serine/threonine kinase 25 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50361]
6720,EIF4A2P1,processed_pseudogene,eukaryotic translation initiation factor 4A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37929]
6721,BRD9P2,transcribed_unprocessed_pseudogene,bromodomain containing 9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51446]
6722,,transcribed_unprocessed_pseudogene,tubulin polymerization promoting protein (TPPP) pseudogene
6723,SPCS2P3,processed_pseudogene,signal peptidase complex subunit 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45236]
6724,CEP19P1,processed_pseudogene,CEP19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54796]
6725,RPS20P23,processed_pseudogene,ribosomal protein S20 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36146]
6726,OR7E89P,transcribed_unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 89 pseudogene [Source:HGNC Symbol;Acc:HGNC:14730]
6727,TERF1P6,processed_pseudogene,TERF1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54602]
6728,IMPDH1P3,processed_pseudogene,inosine monophosphate dehydrogenase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:33958]
6729,ADAM20P3,processed_pseudogene,ADAM metallopeptidase domain 20 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43902]
6730,MTND4P8,unprocessed_pseudogene,MT-ND4 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42227]
6731,RPL7P59,processed_pseudogene,ribosomal protein L7 pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:49215]
6732,POLR2DP2,processed_pseudogene,POLR2D pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54765]
6733,CAPZA1P4,processed_pseudogene,CAPZA1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:54565]
6734,,processed_pseudogene,RWD domain containing 2B (RWDD2B) pseudogene
6735,RPS23P4,processed_pseudogene,ribosomal protein S23 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36633]
6736,RPL7P61,processed_pseudogene,ribosomal protein L7 pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:49217]
6737,CDK8P2,processed_pseudogene,cyclin dependent kinase 8 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52296]
6738,MTND3P3,unprocessed_pseudogene,MT-ND3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42155]
6739,NEFHP1,processed_pseudogene,neurofilament heavy pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7738]
6740,,unprocessed_pseudogene,pseudogene similar to part of WAP four-disulfide core domain 3 (WFDC3)
6741,VDAC2P3,processed_pseudogene,VDAC2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51931]
6742,FTLP17,processed_pseudogene,ferritin light chain pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:37967]
6743,HIGD1AP12,processed_pseudogene,HIG1 hypoxia inducible domain family member 1A pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:43007]
6744,RNA5SP501,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 501 [Source:HGNC Symbol;Acc:HGNC:43401]"
6745,NPM1P8,processed_pseudogene,nucleophosmin 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:7928]
6746,TBCAP1,processed_pseudogene,tubulin folding cofactor A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42630]
6747,,processed_pseudogene,lysosomal-associated membrane protein 1 pseudogene
6748,ECMXP,transcribed_unitary_pseudogene,"extracellular matrix protein X-linked, pseudogene [Source:HGNC Symbol;Acc:HGNC:55152]"
6749,PGK1P1,processed_pseudogene,phosphoglycerate kinase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8897]
6750,AKIRIN1P2,processed_pseudogene,akirin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50797]
6751,,processed_pseudogene,nudE nuclear distribution gene E homolog like 1 (A. nidulans)(NDEL1) pseudogene
6752,EIF4A1P7,processed_pseudogene,eukaryotic translation initiation factor 4A1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37926]
6753,RPL11P4,processed_pseudogene,ribosomal protein L11 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36137]
6754,CYP51A1P2,processed_pseudogene,cytochrome P450 family 51 subfamily A member 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20251]
6755,,unprocessed_pseudogene,POM121 transmembrane nucleoporin-like 2 (POM121L2) pseudogene
6756,POM121L13P,processed_pseudogene,"POM121 transmembrane nucleoporin like 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:42635]"
6757,MTND2P5,processed_pseudogene,MT-ND2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42106]
6758,PNPT1P2,processed_pseudogene,polyribonucleotide nucleotidyltransferase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44469]
6759,PRSS3P3,transcribed_unitary_pseudogene,PRSS3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43790]
6760,PSMC1P12,processed_pseudogene,"proteasome 26S subunit, ATPase 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39787]"
6761,DCAF13P3,processed_pseudogene,DDB1 and CUL4 associated factor 13 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43868]
6762,RPS17P8,processed_pseudogene,ribosomal protein S17 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36772]
6763,,unprocessed_pseudogene,mitochondrially encoded NADH 4L dehydrogenase (MT-ND4L) pseudogene
6764,FABP5P10,processed_pseudogene,fatty acid binding protein 5 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:31066]
6765,RPA3P2,processed_pseudogene,RPA3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54791]
6766,,processed_pseudogene,suppressor of variegation 3-9 homolog 2 (Drosophila) (SUV39H2) pseudogene
6767,,processed_pseudogene,"chromatin assembly factor 1, p60 subunit B (CHAF1B) pseudogene"
6768,CALM2P2,processed_pseudogene,calmodulin 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1447]
6769,RPS25P9,processed_pseudogene,ribosomal protein S25 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36936]
6770,,processed_pseudogene,keratin 8 (KRT8) pseudogene
6771,FTH1P26,processed_pseudogene,ferritin heavy chain 1 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:37644]
6772,,transcribed_processed_pseudogene,"LSM14A, SCD6 homolog A (S. cerevisiae) (LSM14A) pseudogene"
6773,,processed_pseudogene,actin protein pseudogene
6774,BTNL12P,transcribed_unitary_pseudogene,"butyrophilin like 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:52935]"
6775,,processed_pseudogene,transmembrane protein 55B (TMEM55B) pseudogene
6776,RPS15AP9,processed_pseudogene,ribosomal protein S15a pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36164]
6777,,unprocessed_pseudogene,phosphodiesterase 4D interacting protein (PDE4DIP) pseudogene
6778,,unprocessed_pseudogene,pseudogene similar to part of cytochrome c oxidase I MTCO1
6779,,processed_pseudogene,SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae) (SUMO3) pseudogene
6780,GSTM3P2,processed_pseudogene,glutathione S-transferase mu 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38006]
6781,,processed_pseudogene,"pseudogene similar to part of zinc finger, AN1-type domain 2A ZFAND2A"
6782,OR7E130P,unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 130 pseudogene [Source:HGNC Symbol;Acc:HGNC:15053]
6783,EI24P4,processed_pseudogene,EI24 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44589]
6784,,unprocessed_pseudogene,"RNA, Ro-associated Y4 pseudogene 13"
6785,RNA5SP309,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 309 [Source:HGNC Symbol;Acc:HGNC:43209]"
6786,SPTLC1P1,transcribed_processed_pseudogene,serine palmitoyltransferase long chain base subunit 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39668]
6787,,unprocessed_pseudogene,novel pseudogene similar to nuclear pore associated protein 1 (NPAP1)
6788,RPS26P31,processed_pseudogene,ribosomal protein S26 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:36614]
6789,,unprocessed_pseudogene,glutamate dehydrogenase pseudogene 5
6790,RPS15AP5,processed_pseudogene,ribosomal protein S15a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23743]
6791,RPSAP56,translated_processed_pseudogene,ribosomal protein SA pseudogene 56 [Source:HGNC Symbol;Acc:HGNC:36018]
6792,UBE2FP2,processed_pseudogene,UBE2F pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44536]
6793,DUXAP11,processed_pseudogene,double homeobox A pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:51812]
6794,RPL19P4,processed_pseudogene,ribosomal protein L19 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36539]
6795,AHCTF1P1,processed_pseudogene,AT-hook containing transcription factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24620]
6796,,processed_pseudogene,kelch repeat and BTB (POZ) domain containing 2 (KBTBD2) pseudogene
6797,RPL5P23,processed_pseudogene,ribosomal protein L5 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36553]
6798,AURKBP1,processed_pseudogene,aurora kinase B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18613]
6799,RPS17P14,processed_pseudogene,ribosomal protein S17 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35534]
6800,,processed_pseudogene,"transcription elongation factor B (SIII), polypeptide 1 pseudogene"
6801,,processed_pseudogene,transcription elongation factor B (SIII) pseudogene
6802,,processed_pseudogene,Wolf-Hirschhorn syndrome candidate 1 (WHSC1) pseudogene
6803,RPL10P7,processed_pseudogene,ribosomal protein L10 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:35974]
6804,DUX4L26,processed_pseudogene,double homeobox 4 like 26 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50807]
6805,RNA5SP195,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 195 [Source:HGNC Symbol;Acc:HGNC:43095]"
6806,,processed_pseudogene,high mobility group nucleosomal binding domain 2 (HMGN2) pseudogene
6807,,processed_pseudogene,"trafficking protein, kinesin binding 2 (TRAK2) pseudogene"
6808,,processed_pseudogene,cytoskeleton-associated protein 4 (CKAP4) pseudogene
6809,,unprocessed_pseudogene,MAD1 mitotic arrest deficient-like 1 (yeast) (MAD1L1) pseudogene
6810,MXRA7P1,processed_pseudogene,MXRA7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54643]
6811,MRPS36P2,processed_pseudogene,mitochondrial ribosomal protein S36 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29772]
6812,DUX4L6,unprocessed_pseudogene,double homeobox 4 like 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37265]
6813,,processed_pseudogene,chromosome 3 open reading frame 56 (C3orf56) pseudogene
6814,VN2R10P,unitary_pseudogene,"vomeronasal 2 receptor 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:33216]"
6815,B4GALNT2P1,unprocessed_pseudogene,B4GALNT2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51319]
6816,AHCYP5,processed_pseudogene,adenosylhomocysteinase pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44997]
6817,,processed_pseudogene,"pseudogene similar to part of phospholipase C, gamma 1 PLCG1"
6818,,processed_pseudogene,mRNA turnover 4 homolog (S. cerevisiae) (MRTO4) pseudogene
6819,,processed_pseudogene,WD repeat domain 89 (WDR89) pseudogene
6820,,processed_pseudogene,MAD2 mitotic arrest deficient-like 1 (yeast) (MAD2L1) pseudogene
6821,TMPOP2,processed_pseudogene,thymopoietin pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50860]
6822,,processed_pseudogene,"adaptor-related (clathrin-associated) protein complex 4, sigma 1 subunit (AP4S1) pseudogene"
6823,,unprocessed_pseudogene,epidermis-specific serine protease-like protein (ESSPL) pseudogene
6824,,processed_pseudogene,"capping protein (actin filament) muscle Z-line, alpha 1 (CAPZA1) pseudogene"
6825,RPL36AP49,processed_pseudogene,ribosomal protein L36a pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:36274]
6826,,processed_pseudogene,eukaryotic translation elongation factor 1 gamma (
6827,YWHAQP4,processed_pseudogene,YWHAQ pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37683]
6828,,processed_pseudogene,"non-SMC element 4 homolog A (S. cerevisiae), pseudogene"
6829,NDUFS5P1,processed_pseudogene,NADH:ubiquinone oxidoreductase subunit S5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44039]
6830,,unprocessed_pseudogene,ADAM metallopeptidase domain 20 (ADAM20) pseudogene
6831,,processed_pseudogene,"glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bacterial)(GATC) pseudogene"
6832,PPP1R14BP5,processed_pseudogene,protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:16332]
6833,EIF4EP4,processed_pseudogene,eukaryotic translation initiation factor 4E pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51462]
6834,ST13P7,processed_pseudogene,"ST13, Hsp70 interacting protein pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:18558]"
6835,,processed_pseudogene,COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis) (COPS3) pseudogene
6836,NPM1P36,processed_pseudogene,nucleophosmin 1 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:45215]
6837,NACAP7,processed_pseudogene,NACA pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:49494]
6838,,processed_pseudogene,pseudogene similar to UL16 binding protein 1 ULBP16
6839,,processed_pseudogene,transmembrane protein 66 (TMEM66) pseudogene
6840,OSTCP1,transcribed_processed_pseudogene,oligosaccharyltransferase complex subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30530]
6841,,unprocessed_pseudogene,vomeronasal 1 receptor 4 (VN1R4) pseudogene
6842,FRG2LP,processed_pseudogene,"FSHD region gene 2 family member L, pseudogene [Source:HGNC Symbol;Acc:HGNC:51798]"
6843,,processed_pseudogene,"protein phosphatase 6, regulatory subunit 2 (PPP6R2) pseudogene"
6844,AK3P5,processed_pseudogene,adenylate kinase 3 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39064]
6845,MTND4LP11,processed_pseudogene,MT-ND4L pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42245]
6846,,processed_pseudogene,"pseudogene similar to part of integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit) (ITGB2)"
6847,RPL7AP53,processed_pseudogene,ribosomal protein L7a pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:36392]
6848,RPL7P29,processed_pseudogene,ribosomal protein L7 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:35700]
6849,,processed_pseudogene,"pseudogene similar to part of pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1) (PSCD1)"
6850,NEFMP1,processed_pseudogene,neurofilament medium pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45030]
6851,GAPDHP21,processed_pseudogene,glyceraldehyde 3 phosphate dehydrogenase pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:37773]
6852,NUDT19P5,processed_pseudogene,NUDT19 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:43589]
6853,,unprocessed_pseudogene,pseudogene similar to melanoma antigen family B proteins
6854,,unprocessed_pseudogene,pseudogene similar to part of melanoma antigen family B proteins
6855,,unprocessed_pseudogene,pseudogene similar to part of melanoma antigen family proteins
6856,VENTXP1,transcribed_processed_pseudogene,VENT homeobox pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30900]
6857,GK4P,processed_pseudogene,glycerol kinase 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:4295]
6858,RPL7P42,processed_pseudogene,ribosomal protein L7 pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:35543]
6859,GLRA4,transcribed_unitary_pseudogene,glycine receptor alpha 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31715]
6860,MTCO3P9,unprocessed_pseudogene,MT-CO3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:52039]
6861,VTI1BP2,processed_pseudogene,vesicle transport through interaction with t-SNAREs 1B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43728]
6862,ABT1P1,processed_pseudogene,activator of basal transcription 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39557]
6863,DPY19L4P2,processed_pseudogene,DPY19L4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:53908]
6864,ATP5MGP4,processed_pseudogene,ATP synthase membrane subunit g pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38165]
6865,RPL30P6,processed_pseudogene,ribosomal protein L30 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37015]
6866,,processed_pseudogene,heat shock 70kDa protein 8 (HSPA8) pseudogene
6867,,unprocessed_pseudogene,double homeobox 4 like 30
6868,DUX4L4,unprocessed_pseudogene,double homeobox 4 like 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38686]
6869,PRSS59P,transcribed_unitary_pseudogene,"serine protease 59, pseudogene [Source:HGNC Symbol;Acc:HGNC:43791]"
6870,,processed_pseudogene,ribosomal protein L32 (RPL32) pseudogene
6871,SETP12,processed_pseudogene,SET pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42931]
6872,,processed_pseudogene,novel ubiquitin-like ribosomal protein pseudogene
6873,RPL5P34,processed_pseudogene,ribosomal protein L5 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:36463]
6874,,processed_pseudogene,metaxin 2 (MTX2) pseudogene
6875,ATXN7L3P1,processed_pseudogene,ATXN7L3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54980]
6876,EIF4BP9,processed_pseudogene,eukaryotic translation initiation factor 4B pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:37942]
6877,,unprocessed_pseudogene,leucine rich repeat containing 59 (LRRC59) pseudogene
6878,GOLGA2P4,unprocessed_pseudogene,GOLGA2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38600]
6879,MTFR1P1,processed_pseudogene,MTFR1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54981]
6880,MRRFP1,processed_pseudogene,mitochondrial ribosome recycling factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35238]
6881,,processed_pseudogene,"ADAM metallopeptidase with thrombospondin type 1 motif, 7 (ADAMTS7) pseudogene"
6882,,processed_pseudogene,mitochondrial translational release factor 1-like (MTRF1L) pseudogene
