,Gene name,Gene type,Gene description
6139,IL12A-AS1,lncRNA,IL12A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49094]
6140,UST-AS2,lncRNA,UST antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40803]
6141,LINC02701,lncRNA,long intergenic non-protein coding RNA 2701 [Source:HGNC Symbol;Acc:HGNC:54216]
6142,,lncRNA,"novel transcript, antisense to FRK"
6143,DLEU2,lncRNA,deleted in lymphocytic leukemia 2 [Source:HGNC Symbol;Acc:HGNC:13748]
6144,MLIP-IT1,lncRNA,MLIP intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41461]
6145,TOB1-AS1,lncRNA,TOB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44340]
6146,DDX3ILA1,lncRNA,DDX3 interacting lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:55358]
6147,,lncRNA,"novel transcript, antisense to SDK2"
6148,SNORA11E,snoRNA,"small nucleolar RNA, H/ACA box 11E [Source:HGNC Symbol;Acc:HGNC:33623]"
6149,MAGI2-AS1,lncRNA,MAGI2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40860]
6150,,lncRNA,"novel transcript, overlapping to MRGPRF"
6151,MAGI2-AS2,lncRNA,MAGI2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40861]
6152,,lncRNA,"novel transcript, antisense to MRGPRF"
6153,RNU6-337P,snRNA,"RNA, U6 small nuclear 337, pseudogene [Source:HGNC Symbol;Acc:HGNC:47300]"
6154,,lncRNA,"novel transcript, antisense to MAGI2"
6155,RNU6-530P,snRNA,"RNA, U6 small nuclear 530, pseudogene [Source:HGNC Symbol;Acc:HGNC:47493]"
6156,LINC02802,lncRNA,long intergenic non-protein coding RNA 2802 [Source:HGNC Symbol;Acc:HGNC:54326]
6157,SNORA11D,snoRNA,"small nucleolar RNA, H/ACA box 11D [Source:HGNC Symbol;Acc:HGNC:33622]"
6158,MRGPRF-AS1,lncRNA,MRGPRF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51140]
6159,SUGT1P3,lncRNA,SUGT1 pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:283507]
6160,SLC9A9-AS2,lncRNA,SLC9A9 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40929]
6161,LINGO1-AS2,lncRNA,LINGO1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51423]
6162,C15orf32,lncRNA,chromosome 15 putative open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:26549]
6163,LINC01582,lncRNA,long intergenic non-protein coding RNA 1582 [Source:HGNC Symbol;Acc:HGNC:51416]
6164,,lncRNA,"novel transcript, antisense to FUS"
6165,,lncRNA,"novel transcript, antisense to PYCARD"
6166,RNU6-203P,snRNA,"RNA, U6 small nuclear 203, pseudogene [Source:HGNC Symbol;Acc:HGNC:47166]"
6167,MIR4706,miRNA,microRNA 4706 [Source:HGNC Symbol;Acc:HGNC:41576]
6168,,lncRNA,"novel transcript, antisense to MAX"
6169,LINC02253,lncRNA,long intergenic non-protein coding RNA 2253 [Source:HGNC Symbol;Acc:HGNC:53151]
6170,,lncRNA,FOXP3 regulating long intergenic non-coding RNA
6171,,lncRNA,"novel transcript, antisense to AXL"
6172,RN7SL34P,misc_RNA,"RNA, 7SL, cytoplasmic 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:46050]"
6173,,lncRNA,"novel transcript, antisense to CCDC97 and HNRNPUL1"
6174,PYCARD-AS1,lncRNA,PYCARD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45036]
6175,,lncRNA,"novel transcript, sense intronic to GOLIM4"
6176,LINC02046,lncRNA,long intergenic non-protein coding RNA 2046 [Source:HGNC Symbol;Acc:HGNC:52886]
6177,LINC01139,lncRNA,long intergenic non-protein coding RNA 1139 [Source:HGNC Symbol;Acc:HGNC:27924]
6178,,lncRNA,"novel transcript, antisense to DNAH3"
6179,,lncRNA,"novel transcript, overlapping CETN3"
6180,,lncRNA,"novel transcript, sense intronic to CSNK1E"
6181,MRPS31P5,lncRNA,mitochondrial ribosomal protein S31 pseudogene 5 [Source:NCBI gene (formerly Entrezgene);Acc:100887750]
6182,,lncRNA,"novel transcript, antisense to ZBTB38 & ACPL2"
6183,RNU7-107P,snRNA,"RNA, U7 small nuclear 107 pseudogene [Source:HGNC Symbol;Acc:HGNC:45641]"
6184,,lncRNA,"novel transcript, antisense to SSR3"
6185,TMEM212-AS1,lncRNA,TMEM212 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41939]
6186,MIR3665,miRNA,microRNA 3665 [Source:HGNC Symbol;Acc:HGNC:38939]
6187,EDNRB-AS1,lncRNA,EDNRB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49045]
6188,MIR32,miRNA,microRNA 32 [Source:HGNC Symbol;Acc:HGNC:31631]
6189,MIR6856,miRNA,microRNA 6856 [Source:HGNC Symbol;Acc:HGNC:50242]
6190,MIR4756,miRNA,microRNA 4756 [Source:HGNC Symbol;Acc:HGNC:41529]
6191,,lncRNA,"novel transcript, sense intronic TMEM91"
6192,FIBCD1-AS1,lncRNA,FIBCD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55657]
6193,,lncRNA,"novel transcript, antisense to CDK5RAP3"
6194,RN7SL159P,misc_RNA,"RNA, 7SL, cytoplasmic 159, pseudogene [Source:HGNC Symbol;Acc:HGNC:46175]"
6195,,lncRNA,"novel transcript, antisense to RIC8B"
6196,LINC01202,lncRNA,long intergenic non-protein coding RNA 1202 [Source:HGNC Symbol;Acc:HGNC:49633]
6197,IER5L-AS1,lncRNA,IER5L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55825]
6198,,lncRNA,"novel transcript, antisense to MYBPC1"
6199,RN7SL640P,misc_RNA,"RNA, 7SL, cytoplasmic 640, pseudogene [Source:HGNC Symbol;Acc:HGNC:46656]"
6200,,lncRNA,"novel transcript, antisense to ZDHHC22"
6201,,lncRNA,"Novel transcript, antisense to BMP1"
6202,MIR1260A,miRNA,microRNA 1260a [Source:HGNC Symbol;Acc:HGNC:35325]
6203,AKAP13-AS1,lncRNA,AKAP13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55975]
6204,FAM74A1,lncRNA,family with sequence similarity 74 member A1 [Source:HGNC Symbol;Acc:HGNC:32029]
6205,LINC01918,lncRNA,long intergenic non-protein coding RNA 1918 [Source:HGNC Symbol;Acc:HGNC:52737]
6206,RN7SL763P,misc_RNA,"RNA, 7SL, cytoplasmic 763, pseudogene [Source:HGNC Symbol;Acc:HGNC:46779]"
6207,,lncRNA,"novel transcript, sense intronic to BCKDHA"
6208,,lncRNA,"novel transcript, antisense to B3GNT8"
6209,RN7SL810P,misc_RNA,"RNA, 7SL, cytoplasmic 810, pseudogene [Source:HGNC Symbol;Acc:HGNC:46826]"
6210,LINC01069,lncRNA,long intergenic non-protein coding RNA 1069 [Source:HGNC Symbol;Acc:HGNC:49109]
6211,RNU6-1269P,snRNA,"RNA, U6 small nuclear 1269, pseudogene [Source:HGNC Symbol;Acc:HGNC:48232]"
6212,,lncRNA,"novel transcript, sense intronic to C12orf75"
6213,,lncRNA,"novel transcript, antisense to ANO4"
6214,,lncRNA,"novel transcript, antisense to ATP5L and UBE4A"
6215,,lncRNA,"novel transcript, antisense to SLC46A2"
6216,FAM225B,lncRNA,family with sequence similarity 225 member B [Source:HGNC Symbol;Acc:HGNC:21865]
6217,FAM225A,lncRNA,family with sequence similarity 225 member A [Source:HGNC Symbol;Acc:HGNC:27855]
6218,LINC02423,lncRNA,long intergenic non-protein coding RNA 2423 [Source:HGNC Symbol;Acc:HGNC:53353]
6219,LINC00615,lncRNA,long intergenic non-protein coding RNA 615 [Source:HGNC Symbol;Acc:HGNC:26343]
6220,,lncRNA,"novel transcript, sense intronic to RORA"
6221,LINC02244,lncRNA,long intergenic non-protein coding RNA 2244 [Source:HGNC Symbol;Acc:HGNC:53929]
6222,PIWIL2-DT,lncRNA,PIWIL2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55522]
6223,LINC02164,lncRNA,long intergenic non-protein coding RNA 2164 [Source:HGNC Symbol;Acc:HGNC:53025]
6224,,lncRNA,"novel transcript, antisense to SIGLEC6"
6225,LINC01570,lncRNA,long intergenic non-protein coding RNA 1570 [Source:HGNC Symbol;Acc:HGNC:51382]
6226,MIR8065,miRNA,microRNA 8065 [Source:HGNC Symbol;Acc:HGNC:49959]
6227,,lncRNA,"novel transcript, sense intronic to RBFOX1"
6228,SNORD90,snoRNA,"small nucleolar RNA, C/D box 90 [Source:HGNC Symbol;Acc:HGNC:32751]"
6229,RNU7-99P,snRNA,"RNA, U7 small nuclear 99 pseudogene [Source:HGNC Symbol;Acc:HGNC:45633]"
6230,RNU6-457P,snRNA,"RNA, U6 small nuclear 457, pseudogene [Source:HGNC Symbol;Acc:HGNC:47420]"
6231,RNU6-328P,snRNA,"RNA, U6 small nuclear 328, pseudogene [Source:HGNC Symbol;Acc:HGNC:47291]"
6232,,lncRNA,"novel transcript, antisense to RBFOX1"
6233,LINC01634,lncRNA,long intergenic non-protein coding RNA 1634 [Source:HGNC Symbol;Acc:HGNC:52421]
6234,SPACA6-AS1,lncRNA,SPACA6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49383]
6235,MIR99B,miRNA,microRNA 99b [Source:HGNC Symbol;Acc:HGNC:31651]
6236,MIRLET7E,miRNA,microRNA let-7e [Source:HGNC Symbol;Acc:HGNC:31482]
6237,MIR125A,miRNA,microRNA 125a [Source:HGNC Symbol;Acc:HGNC:31505]
6238,,lncRNA,"novel transcript, antisense to FARP2"
6239,,lncRNA,"novel transcript, sense intronic to FPR1"
6240,RN7SKP92,misc_RNA,RN7SK pseudogene 92 [Source:HGNC Symbol;Acc:HGNC:45816]
6241,,lncRNA,"novel transcript, overlapping to BEGAIN"
6242,,lncRNA,"novel transcript, antisense to HELZ"
6243,,lncRNA,"novel transcript, antisense to SEPT2"
6244,LINC02612,lncRNA,long intergenic non-protein coding RNA 2612 [Source:HGNC Symbol;Acc:HGNC:54067]
6245,LINC02327,lncRNA,long intergenic non-protein coding RNA 2327 [Source:HGNC Symbol;Acc:HGNC:53247]
6246,,lncRNA,"novel transcript, sense intronic to GPATCH8"
6247,RNA5SP342,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 342 [Source:HGNC Symbol;Acc:HGNC:43242]"
6248,RNA5SP468,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 468 [Source:HGNC Symbol;Acc:HGNC:43368]"
6249,LINC02326,lncRNA,long intergenic non-protein coding RNA 2326 [Source:HGNC Symbol;Acc:HGNC:53246]
6250,LINC01210,lncRNA,long intergenic non-protein coding RNA 1210 [Source:HGNC Symbol;Acc:HGNC:49642]
6251,RNU6-864P,snRNA,"RNA, U6 small nuclear 864, pseudogene [Source:HGNC Symbol;Acc:HGNC:47827]"
6252,RNY1P15,misc_RNA,RNY1 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:50878]
6253,MIR600HG,lncRNA,MIR600 host gene [Source:HGNC Symbol;Acc:HGNC:23642]
6254,RNU11-5P,snRNA,"RNA, U11 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:46945]"
6255,,lncRNA,"novel transcript, antisense to PRKD1"
6256,RNU6-1234P,snRNA,"RNA, U6 small nuclear 1234, pseudogene [Source:HGNC Symbol;Acc:HGNC:48197]"
6257,HSPA2-AS1,lncRNA,HSPA2 and ZBTB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55433]
6258,RNU6-1187P,snRNA,"RNA, U6 small nuclear 1187, pseudogene [Source:HGNC Symbol;Acc:HGNC:48150]"
6259,RNU6-887P,snRNA,"RNA, U6 small nuclear 887, pseudogene [Source:HGNC Symbol;Acc:HGNC:47850]"
6260,,lncRNA,"novel transcript, antisense to SLC22A3"
6261,MIR5591,miRNA,microRNA 5591 [Source:HGNC Symbol;Acc:HGNC:43531]
6262,,lncRNA,"novel transcript, antisense to PARK2"
6263,,lncRNA,"novel transcript, antisense to C14orf50"
6264,RN7SKP85,misc_RNA,RN7SK pseudogene 85 [Source:HGNC Symbol;Acc:HGNC:45809]
6265,LINC01192,lncRNA,long intergenic non-protein coding RNA 1192 [Source:HGNC Symbol;Acc:HGNC:37197]
6266,MIR599,miRNA,microRNA 599 [Source:HGNC Symbol;Acc:HGNC:32855]
6267,MIR875,miRNA,microRNA 875 [Source:HGNC Symbol;Acc:HGNC:33652]
6268,RN7SL350P,misc_RNA,"RNA, 7SL, cytoplasmic 350, pseudogene [Source:HGNC Symbol;Acc:HGNC:46366]"
6269,STARD13-IT1,lncRNA,STARD13 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41453]
6270,STARD13-AS,lncRNA,STARD13 antisense RNA [Source:HGNC Symbol;Acc:HGNC:40873]
6271,LINC02875,lncRNA,long intergenic non-protein coding RNA 2875 [Source:HGNC Symbol;Acc:HGNC:32699]
6272,,lncRNA,"novel transcript, antisense to KIF2B"
6273,RN7SL37P,misc_RNA,"RNA, 7SL, cytoplasmic 37, pseudogene [Source:HGNC Symbol;Acc:HGNC:46053]"
6274,RNU7-75P,snRNA,"RNA, U7 small nuclear 75 pseudogene [Source:HGNC Symbol;Acc:HGNC:34171]"
6275,,lncRNA,"novel transcript, antisense to STARD13"
6276,LINC02344,lncRNA,long intergenic non-protein coding RNA 2344 [Source:HGNC Symbol;Acc:HGNC:53264]
6277,,lncRNA,"novel transcript, sense intronic to STARD13"
6278,RNU6-1005P,snRNA,"RNA, U6 small nuclear 1005, pseudogene [Source:HGNC Symbol;Acc:HGNC:47968]"
6279,RNU6-196P,snRNA,"RNA, U6 small nuclear 196, pseudogene [Source:HGNC Symbol;Acc:HGNC:47159]"
6280,MAST3-AS1,lncRNA,MAST3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55276]
6281,,lncRNA,"novel transcript, sense intronic to FAM63B"
6282,,lncRNA,"novel transcript, sense intronic to AKAP13"
6283,FMR1-AS1,lncRNA,FMR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39081]
6284,LINC02251,lncRNA,long intergenic non-protein coding RNA 2251 [Source:HGNC Symbol;Acc:HGNC:53149]
6285,LINC02333,lncRNA,long intergenic non-protein coding RNA 2333 [Source:HGNC Symbol;Acc:HGNC:53253]
6286,FMR1-IT1,lncRNA,FMR1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41333]
6287,CKAP2-DT,lncRNA,CKAP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56053]
6288,,lncRNA,"novel transcript, antisense to COX6C"
6289,SUGT1-DT,lncRNA,SUGT1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54809]
6290,RNA5SP524,rRNA,"RNA, 5S ribosomal pseudogene 524 [Source:HGNC Symbol;Acc:HGNC:53793]"
6291,LINC02392,lncRNA,long intergenic non-protein coding RNA 2392 [Source:HGNC Symbol;Acc:HGNC:53319]
6292,YAE1-DT,lncRNA,YAE1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55820]
6293,,lncRNA,"novel transcript, antisense to FAM178A"
6294,MIR759,miRNA,microRNA 759 [Source:HGNC Symbol;Acc:HGNC:37307]
6295,MIR600,miRNA,microRNA 600 [Source:HGNC Symbol;Acc:HGNC:32856]
6296,RNU6-820P,snRNA,"RNA, U6 small nuclear 820, pseudogene [Source:HGNC Symbol;Acc:HGNC:47783]"
6297,LINC00388,lncRNA,long intergenic non-protein coding RNA 388 [Source:HGNC Symbol;Acc:HGNC:42716]
6298,LINC00387,lncRNA,long intergenic non-protein coding RNA 387 [Source:HGNC Symbol;Acc:HGNC:42715]
6299,LINC01326,lncRNA,long intergenic non-protein coding RNA 1326 [Source:HGNC Symbol;Acc:HGNC:50532]
6300,RNU6-76P,snRNA,"RNA, U6 small nuclear 76, pseudogene [Source:HGNC Symbol;Acc:HGNC:42566]"
6301,LINC00408,lncRNA,long intergenic non-protein coding RNA 408 [Source:HGNC Symbol;Acc:HGNC:42740]
6302,RNU6-719P,snRNA,"RNA, U6 small nuclear 719, pseudogene [Source:HGNC Symbol;Acc:HGNC:47682]"
6303,LINC00265,lncRNA,long intergenic non-protein coding RNA 265 [Source:HGNC Symbol;Acc:HGNC:28019]
6304,LINC00442,lncRNA,long intergenic non-protein coding RNA 442 [Source:HGNC Symbol;Acc:HGNC:42779]
6305,RNA5SP24,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42600]"
6306,LINC02254,lncRNA,long intergenic non-protein coding RNA 2254 [Source:HGNC Symbol;Acc:HGNC:53152]
6307,PHACTR2-AS1,lncRNA,PHACTR2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40943]
6308,MIR653,miRNA,microRNA 653 [Source:HGNC Symbol;Acc:HGNC:32909]
6309,MIR489,miRNA,microRNA 489 [Source:HGNC Symbol;Acc:HGNC:32074]
6310,MIR3141,miRNA,microRNA 3141 [Source:HGNC Symbol;Acc:HGNC:38326]
6311,MIR1303,miRNA,microRNA 1303 [Source:HGNC Symbol;Acc:HGNC:35301]
6312,RN7SL803P,misc_RNA,"RNA, 7SL, cytoplasmic 803, pseudogene [Source:HGNC Symbol;Acc:HGNC:46819]"
6313,MIR7855,miRNA,microRNA 7855 [Source:HGNC Symbol;Acc:HGNC:50244]
6314,,lncRNA,"novel transcript, antisense to PDE4C"
6315,MIR608,miRNA,microRNA 608 [Source:HGNC Symbol;Acc:HGNC:32864]
6316,,lncRNA,"novel transcript, antisense to SEMA4G"
6317,,lncRNA,"novel transcript, antisense to C16orf52"
6318,RNY1P10,misc_RNA,RNY1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:50873]
6319,,lncRNA,"novel transcript, antisense to ALDH1A3"
6320,,lncRNA,"novel transcript, sense intronic to BTBD1"
6321,,lncRNA,novel transcript  LOC100506705
6322,,lncRNA,"novel transcript, antisense to CHRNB4"
6323,MIR6862-1,miRNA,microRNA 6862-1 [Source:HGNC Symbol;Acc:HGNC:50052]
6324,RN7SL759P,misc_RNA,"RNA, 7SL, cytoplasmic 759, pseudogene [Source:HGNC Symbol;Acc:HGNC:46775]"
6325,RNU6-1235P,snRNA,"RNA, U6 small nuclear 1235, pseudogene [Source:HGNC Symbol;Acc:HGNC:48198]"
6326,MIR3118-3,miRNA,microRNA 3118-3 [Source:HGNC Symbol;Acc:HGNC:38274]
6327,RNU6-498P,snRNA,"RNA, U6 small nuclear 498, pseudogene [Source:HGNC Symbol;Acc:HGNC:47461]"
6328,MIR3118-2,miRNA,microRNA 3118-2 [Source:HGNC Symbol;Acc:HGNC:38324]
6329,RNU6-749P,snRNA,"RNA, U6 small nuclear 749, pseudogene [Source:HGNC Symbol;Acc:HGNC:47712]"
6330,MIR5701-1,miRNA,microRNA 5701-1 [Source:HGNC Symbol;Acc:HGNC:43522]
6331,RN7SL400P,misc_RNA,"RNA, 7SL, cytoplasmic 400, pseudogene [Source:HGNC Symbol;Acc:HGNC:46416]"
6332,MIR5701-3,miRNA,microRNA 5701-3 [Source:HGNC Symbol;Acc:HGNC:50844]
6333,RNU6-631P,snRNA,"RNA, U6 small nuclear 631, pseudogene [Source:HGNC Symbol;Acc:HGNC:47594]"
6334,MIR5701-2,miRNA,microRNA 5701-2 [Source:HGNC Symbol;Acc:HGNC:43510]
6335,RN7SL106P,misc_RNA,"RNA, 7SL, cytoplasmic 106, pseudogene [Source:HGNC Symbol;Acc:HGNC:46122]"
6336,RNA5SP390,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 390 [Source:HGNC Symbol;Acc:HGNC:43290]"
6337,MIR4715,miRNA,microRNA 4715 [Source:HGNC Symbol;Acc:HGNC:41666]
6338,MIR3118-4,miRNA,microRNA 3118-4 [Source:HGNC Symbol;Acc:HGNC:38287]
6339,MIR4509-1,miRNA,microRNA 4509-1 [Source:HGNC Symbol;Acc:HGNC:41860]
6340,SNORD116-5,snoRNA,"small nucleolar RNA, C/D box 116-5 [Source:HGNC Symbol;Acc:HGNC:33071]"
6341,SNORD116-10,snoRNA,"small nucleolar RNA, C/D box 116-10 [Source:HGNC Symbol;Acc:HGNC:33076]"
6342,SNORD116-11,snoRNA,"small nucleolar RNA, C/D box 116-11 [Source:HGNC Symbol;Acc:HGNC:33077]"
6343,SNORD116-17,snoRNA,"small nucleolar RNA, C/D box 116-17 [Source:HGNC Symbol;Acc:HGNC:33083]"
6344,SNORD107,snoRNA,"small nucleolar RNA, C/D box 107 [Source:HGNC Symbol;Acc:HGNC:32771]"
6345,SNORD64,snoRNA,"small nucleolar RNA, C/D box 64 [Source:HGNC Symbol;Acc:HGNC:32725]"
6346,SNORD108,snoRNA,"small nucleolar RNA, C/D box 108 [Source:HGNC Symbol;Acc:HGNC:32772]"
6347,SNORD109A,snoRNA,"small nucleolar RNA, C/D box 109A [Source:HGNC Symbol;Acc:HGNC:32773]"
6348,SNORD116-1,snoRNA,"small nucleolar RNA, C/D box 116-1 [Source:HGNC Symbol;Acc:HGNC:33067]"
6349,SNORD116-2,snoRNA,"small nucleolar RNA, C/D box 116-2 [Source:HGNC Symbol;Acc:HGNC:33068]"
6350,SNORD116-3,snoRNA,"small nucleolar RNA, C/D box 116-3 [Source:HGNC Symbol;Acc:HGNC:33069]"
6351,MIR499A,miRNA,microRNA 499a [Source:HGNC Symbol;Acc:HGNC:32133]
6352,MIR499B,miRNA,microRNA 499b [Source:HGNC Symbol;Acc:HGNC:41640]
6353,SNORD116-4,snoRNA,"small nucleolar RNA, C/D box 116-4 [Source:HGNC Symbol;Acc:HGNC:33070]"
6354,SNORD116-6,snoRNA,"small nucleolar RNA, C/D box 116-6 [Source:HGNC Symbol;Acc:HGNC:33072]"
6355,SNORD116-7,snoRNA,"small nucleolar RNA, C/D box 116-7 [Source:HGNC Symbol;Acc:HGNC:33073]"
6356,SNORD116-8,snoRNA,"small nucleolar RNA, C/D box 116-8 [Source:HGNC Symbol;Acc:HGNC:33074]"
6357,SNORD116-9,snoRNA,"small nucleolar RNA, C/D box 116-9 [Source:HGNC Symbol;Acc:HGNC:33075]"
6358,SNORD116-12,snoRNA,"small nucleolar RNA, C/D box 116-12 [Source:HGNC Symbol;Acc:HGNC:33078]"
6359,SNORD116-13,snoRNA,"small nucleolar RNA, C/D box 116-13 [Source:HGNC Symbol;Acc:HGNC:33079]"
6360,SNORD116-14,snoRNA,"small nucleolar RNA, C/D box 116-14 [Source:HGNC Symbol;Acc:HGNC:33080]"
6361,SNORD116-15,snoRNA,"small nucleolar RNA, C/D box 116-15 [Source:HGNC Symbol;Acc:HGNC:33081]"
6362,SNORD116-16,snoRNA,"small nucleolar RNA, C/D box 116-16 [Source:HGNC Symbol;Acc:HGNC:33082]"
6363,SNORD116-18,snoRNA,"small nucleolar RNA, C/D box 116-18 [Source:HGNC Symbol;Acc:HGNC:33084]"
6364,SNORD116-19,snoRNA,"small nucleolar RNA, C/D box 116-19 [Source:HGNC Symbol;Acc:HGNC:33085]"
6365,SNORD116-20,snoRNA,"small nucleolar RNA, C/D box 116-20 [Source:HGNC Symbol;Acc:HGNC:33086]"
6366,SNORD116-21,snoRNA,"small nucleolar RNA, C/D box 116-21 [Source:HGNC Symbol;Acc:HGNC:33087]"
6367,SNORD116-22,snoRNA,"small nucleolar RNA, C/D box 116-22 [Source:HGNC Symbol;Acc:HGNC:33088]"
6368,SNORD116-23,snoRNA,"small nucleolar RNA, C/D box 116-23 [Source:HGNC Symbol;Acc:HGNC:33089]"
6369,SNORD116-24,snoRNA,"small nucleolar RNA, C/D box 116-24 [Source:HGNC Symbol;Acc:HGNC:33090]"
6370,SNORD116-25,snoRNA,"small nucleolar RNA, C/D box 116-25 [Source:HGNC Symbol;Acc:HGNC:33091]"
6371,SNORD116-26,snoRNA,"small nucleolar RNA, C/D box 116-26 [Source:HGNC Symbol;Acc:HGNC:33092]"
6372,SNORD116-27,snoRNA,"small nucleolar RNA, C/D box 116-27 [Source:HGNC Symbol;Acc:HGNC:33093]"
6373,MIR378H,miRNA,microRNA 378h [Source:HGNC Symbol;Acc:HGNC:41744]
6374,SNORD116-28,snoRNA,"small nucleolar RNA, C/D box 116-28 [Source:HGNC Symbol;Acc:HGNC:33347]"
6375,MIR4510,miRNA,microRNA 4510 [Source:HGNC Symbol;Acc:HGNC:41708]
6376,MIR3942,miRNA,microRNA 3942 [Source:HGNC Symbol;Acc:HGNC:38976]
6377,RNU6-188P,snRNA,"RNA, U6 small nuclear 188, pseudogene [Source:HGNC Symbol;Acc:HGNC:47151]"
6378,RNU6-1014P,snRNA,"RNA, U6 small nuclear 1014, pseudogene [Source:HGNC Symbol;Acc:HGNC:47977]"
6379,RN7SKP101,misc_RNA,RN7SK pseudogene 101 [Source:HGNC Symbol;Acc:HGNC:45825]
6380,RNU1-119P,snRNA,"RNA, U1 small nuclear 119, pseudogene [Source:HGNC Symbol;Acc:HGNC:48461]"
6381,RN7SKP139,misc_RNA,RN7SK pseudogene 139 [Source:HGNC Symbol;Acc:HGNC:45863]
6382,RNA5SP394,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 394 [Source:HGNC Symbol;Acc:HGNC:43294]"
6383,RN7SL577P,misc_RNA,"RNA, 7SL, cytoplasmic 577, pseudogene [Source:HGNC Symbol;Acc:HGNC:46593]"
6384,MIR4716,miRNA,microRNA 4716 [Source:HGNC Symbol;Acc:HGNC:41812]
6385,RN7SL307P,misc_RNA,"RNA, 7SL, cytoplasmic 307, pseudogene [Source:HGNC Symbol;Acc:HGNC:46323]"
6386,RNU6-94P,snRNA,"RNA, U6 small nuclear 94, pseudogene [Source:HGNC Symbol;Acc:HGNC:47057]"
6387,MIR4712,miRNA,microRNA 4712 [Source:HGNC Symbol;Acc:HGNC:41732]
6388,RN7SL494P,misc_RNA,"RNA, 7SL, cytoplasmic 494, pseudogene [Source:HGNC Symbol;Acc:HGNC:46510]"
6389,RNU2-53P,snRNA,"RNA, U2 small nuclear 53, pseudogene [Source:HGNC Symbol;Acc:HGNC:48546]"
6390,RN7SL568P,misc_RNA,"RNA, 7SL, cytoplasmic 568, pseudogene [Source:HGNC Symbol;Acc:HGNC:46584]"
6391,RN7SKP95,misc_RNA,RN7SK pseudogene 95 [Source:HGNC Symbol;Acc:HGNC:45819]
6392,SNORD3P1,snoRNA,"small nucleolar RNA, C/D box 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10175]"
6393,RNA5SP397,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 397 [Source:HGNC Symbol;Acc:HGNC:43297]"
6394,MIR2116,miRNA,microRNA 2116 [Source:HGNC Symbol;Acc:HGNC:37310]
6395,RNU4-80P,snRNA,"RNA, U4 small nuclear 80, pseudogene [Source:HGNC Symbol;Acc:HGNC:47016]"
6396,RNU6-212P,snRNA,"RNA, U6 small nuclear 212, pseudogene [Source:HGNC Symbol;Acc:HGNC:47175]"
6397,RNU5B-1,snRNA,"RNA, U5B small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10212]"
6398,RNU6-1,snRNA,"RNA, U6 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10227]"
6399,RNU6-745P,snRNA,"RNA, U6 small nuclear 745, pseudogene [Source:HGNC Symbol;Acc:HGNC:47708]"
6400,MIR629,miRNA,microRNA 629 [Source:HGNC Symbol;Acc:HGNC:32885]
6401,RN7SL429P,misc_RNA,"RNA, 7SL, cytoplasmic 429, pseudogene [Source:HGNC Symbol;Acc:HGNC:46445]"
6402,MIR6882,miRNA,microRNA 6882 [Source:HGNC Symbol;Acc:HGNC:49928]
