gwas_trait,mesh,similarity
Fasting total cholesterol in small VLDL,"Cholesterol, VLDL",0.9338565468788147
Fasting cholesterol esters in small VLDL,"Cholesterol, VLDL",0.9294584393501282
Fasting free cholesterol in small VLDL,"Cholesterol, VLDL",0.930420458316803
Fasting total lipids in small VLDL,"Lipoproteins, VLDL",0.9109761118888855
Fasting total fatty acids,Dietary Fats,0.87322998046875
Fasting total phosphoglycerides,Hypertriglyceridemia,0.8852319717407227
Fasting tyrosine,Blood Glucose,0.8511930108070374
Fasting estimated degree of unsaturation,"Fatty Acids, Unsaturated",0.8559702634811401
Fasting valine,Prediabetic State,0.8720094561576843
Fasting total cholesterol in VLDL,"Cholesterol, VLDL",0.9393017292022705
Fasting total cholesterol in small LDL,"Cholesterol, LDL",0.9293560981750488
Fasting cholesterol esters in small LDL,"Cholesterol, LDL",0.919219434261322
Fasting free cholesterol in small LDL,"Cholesterol, LDL",0.9256858229637146
Fasting total lipids in small LDL,"Lipoproteins, LDL",0.908474326133728
Fasting serum total triglycerides,Hypertriglyceridemia,0.8843694925308228
Fasting saturated fatty acids,Dietary Fats,0.8843456506729126
Fasting total cholesterol in small HDL,"Cholesterol, HDL",0.9204249978065491
Fasting cholesterol esters in small HDL,"Cholesterol, VLDL",0.911702573299408
Fasting free cholesterol in small HDL,"Cholesterol, LDL",0.9145957827568054
Fasting total lipids in small HDL,"Lipoproteins, HDL3",0.906624436378479
Fasting phospholipid levels in small HDL,"Lipoproteins, HDL3",0.8890920877456665
Fasting triglycerides levels in small HDL,"Lipoproteins, HDL3",0.9014118909835815
Fasting small VLDL particle concentration,"Lipoproteins, VLDL",0.8859670758247375
Fasting phospholipid levels in small VLDL,"Lipoproteins, VLDL",0.8904238939285278
Fasting triglycerides levels in small VLDL,"Cholesterol, VLDL",0.9082067012786865
Fasting total cholines,"Sodium, Dietary",0.8729602098464966
Fasting small LDL particle concentration,"Lipoproteins, IDL",0.8867614269256592
Fasting phospholipid levels in small LDL,"Lipoproteins, IDL",0.8876611590385437
Degenerative rotator cuff disease surgery,Rheumatic Heart Disease,0.834830641746521
Fasting free cholesterol in chylomicrons and extremely large VLDL,"Cholesterol, VLDL",0.9045920372009277
Fasting total lipids in chylomicrons and extremely large VLDL,"Lipoproteins, VLDL",0.8873839974403381
Fasting chylomicrons and extremely large VLDL particle concentration,"Lipoproteins, VLDL",0.8808215856552124
Fasting phospholipid levels in chylomicrons and extremely large VLDL,"Lipoproteins, VLDL",0.8774218559265137
Fasting triglycerides levels in chylomicrons and extremely large VLDL,"Cholesterol, VLDL",0.8942214250564575
Postprandial apolipoprotein A-I,Apolipoprotein A-I,0.9435058832168579
Postprandial apolipoprotein B,Apolipoprotein A-I,0.9299836754798889
Postprandial 3-hydroxybutyrate,Cholesterol 7-alpha-Hydroxylase,0.8513391017913818
Fasting very small VLDL particle concentration,"Receptors, LDL",0.8808786273002625
Fasting phospholipid levels in very small VLDL,"Lipoproteins, VLDL",0.8879579305648804
Fasting triglycerides levels in very small VLDL,"Cholesterol, VLDL",0.9060527086257935
Fasting total cholesterol in chylomicrons and extremely large VLDL,"Cholesterol, VLDL",0.9077138304710388
Fasting cholesterol esters in chylomicrons and extremely large VLDL,"Cholesterol, VLDL",0.9028091430664062
Fasting phospholipid levels in very large HDL,"Lipoproteins, HDL3",0.8854825496673584
Fasting triglycerides levels in very large HDL,"Cholesterol, VLDL",0.8986510038375854
Fasting total cholesterol in very large VLDL,"Cholesterol, VLDL",0.9264887571334839
Fasting cholesterol esters in very large VLDL,"Cholesterol, VLDL",0.926813542842865
Fasting free cholesterol in very large VLDL,"Cholesterol, VLDL",0.9232774972915649
Fasting total lipids in very large VLDL,"Lipoproteins, VLDL",0.9052751660346985
Fasting very large VLDL particle concentration,"Receptors, LDL",0.8828310966491699
Fasting phospholipid levels in very large VLDL,"Lipoproteins, VLDL",0.8891000747680664
Fasting triglycerides levels in very large VLDL,"Cholesterol, VLDL",0.9070999026298523
Fasting total cholesterol in very small VLDL,"Cholesterol, VLDL",0.9294788241386414
Fasting cholesterol esters in very small VLDL,"Cholesterol, VLDL",0.9269817471504211
Fasting mean diameter of VLDLD particles,"Receptors, LDL",0.8668237328529358
Fasting triglycerides in VLDL,"Cholesterol, VLDL",0.9191303849220276
Fasting total cholesterol in very large HDL,"Cholesterol, LDL",0.9134106040000916
Fasting cholesterol esters in very large HDL,"Cholesterol, VLDL",0.9121994376182556
Fasting free cholesterol in very large HDL,"Cholesterol, VLDL",0.9104411005973816
Fasting free cholesterol in very small VLDL,"Cholesterol, VLDL",0.9256263375282288
Fasting total lipids in very small VLDL,"Lipoproteins, VLDL",0.9064847826957703
Postprandial citrate,Dietary Sucrose,0.8706849217414856
Postprandial conjugated linoleic acid,"Fatty Acids, Nonesterified",0.8508883714675903
Postprandial docosahexaenoic acid (22:6),Stearoyl-CoA Desaturase,0.8469552397727966
Postprandial esterified cholesterol,"Cholesterol, Dietary",0.879153847694397
Postprandial estimated description of fatty acid chain length (not actual carbon number),Elder Nutritional Physiological Phenomena,0.8577488660812378
Postprandial omega-3 fatty acids,"Fatty Acids, Omega-6",0.8737208843231201
Postprandial omega-6 fatty acids,"Fatty Acids, Omega-6",0.8727644681930542
Postprandial free cholesterol,"Cholesterol, LDL",0.8723066449165344
Fasting total lipids in very large HDL,"Lipoproteins, HDL3",0.8994221091270447
Fasting very large HDL particle concentration,"Lipoproteins, IDL",0.8798595070838928
Postprandial phospholipid levels in IDL,Prenatal Nutritional Physiological Phenomena,0.8640025854110718
Postprandial triglycerides levels in IDL,Hypertriglyceridemia,0.9001365303993225
Postprandial isoleucine,Dietary Sucrose,0.832882821559906
Postprandial linoleic acid (18:2),"Fatty Acids, Monounsaturated",0.8604030609130859
Postprandial total cholesterol in LDL,"Cholesterol, LDL",0.9114825129508972
Postprandial large LDL particle concentration,"Lipoproteins, LDL",0.8837003111839294
Postprandial phospholipid levels in large LDL,"High-Density Lipoproteins, Pre-beta",0.8733507990837097
Postprandial triglycerides levels in large LDL,"Lipoproteins, LDL",0.8941413164138794
Postprandial total cholesterol in large VLDL,"Cholesterol, VLDL",0.9109021425247192
Postprandial cholesterol esters in large VLDL,"Cholesterol, VLDL",0.9063985347747803
Postprandial free cholesterol in large VLDL,"Cholesterol, VLDL",0.9087910056114197
Postprandial mean diameter of LDL particles,"Lipoproteins, LDL",0.8831502199172974
Postprandial triglycerides in LDL,"Lipoproteins, LDL",0.898490846157074
Postprandial leucine,Dietary Sucrose,0.862756609916687
Postprandial total cholesterol in large HDL,"Cholesterol, VLDL",0.8961031436920166
Postprandial cholesterol esters in large HDL,"Cholesterol, VLDL",0.8897676467895508
Postprandial free cholesterol in large HDL,"Cholesterol, VLDL",0.8931398987770081
Postprandial mean diameter of HDL particles,"Lipoproteins, HDL",0.8707831501960754
Postprandial triglycerides in HDL,Hypertriglyceridemia,0.89089435338974
Postprandial total cholesterol in IDL,"Cholesterol, VLDL",0.8841844201087952
Postprandial cholesterol esters in IDL,"Cholesterol, Dietary",0.8807623386383057
Postprandial glutamine,Dietary Sucrose,0.8642902970314026
Postprandial glycoprotein acetyls (mainly a1-acid glycoprotein),Liver Glycogen,0.8463883399963379
Postprandial total cholesterol in HDL2,"Cholesterol, VLDL",0.9041211009025574
Postprandial total cholesterol in HDL3,"Lipoproteins, HDL3",0.9104533195495605
Postprandial total cholesterol in HDL,"Cholesterol, HDL",0.9028862118721008
Postprandial total lipids in large HDL,"Lipoproteins, HDL3",0.8902536034584045
Postprandial large HDL particle concentration,"Lipoproteins, HDL3",0.8761218786239624
Postprandial phospholipid levels in large HDL,"High-Density Lipoproteins, Pre-beta",0.8671736121177673
Postprandial triglycerides levels in large HDL,Hypertriglyceridemia,0.8963302373886108
Postprandial total cholesterol in large LDL,"Cholesterol, VLDL",0.9013276696205139
Postprandial cholesterol esters in large LDL,"Cholesterol, VLDL",0.8991686105728149
Postprandial free cholesterol in large LDL,"Cholesterol, VLDL",0.9003016948699951
Postprandial total lipids in large LDL,"Lipoproteins, LDL",0.892516553401947
Postprandial free cholesterol in IDL,"Cholesterol, VLDL",0.8817669749259949
Postprandial total lipids in IDL,Hyperlipidemias,0.8719106912612915
Postprandial IDL particle concentration,Metabolic Clearance Rate,0.8578191995620728
Postprandial free cholesterol in small HDL,"Cholesterol, VLDL",0.8967698216438293
Postprandial small HDL particle concentration,"Lipoproteins, HDL3",0.8764713406562805
Postprandial phospholipid levels in small HDL,"Receptors, LDL",0.8696296811103821
Postprandial triglycerides levels in small HDL,Hypertriglyceridemia,0.8929978609085083
Postprandial total cholesterol in small LDL,"Cholesterol, LDL",0.9054651260375977
Postprandial cholesterol esters in small LDL,"Cholesterol, VLDL",0.9024198651313782
Postprandial total cholesterol in medium HDL,"Cholesterol, HDL",0.8995428085327148
Postprandial cholesterol esters in medium HDL,"Cholesterol, VLDL",0.8949510455131531
Postprandial free cholesterol in medium HDL,"Cholesterol, VLDL",0.8965761661529541
Postprandial total lipids in medium HDL,"Lipoproteins, HDL3",0.8974999189376831
Postprandial medium HDL particle concentration,"Lipoproteins, HDL3",0.873572587966919
Postprandial phospholipid levels in medium HDL,"Lipoproteins, HDL3",0.8730263710021973
Postprandial triglycerides levels in medium HDL,Hypertriglyceridemia,0.8958909511566162
Postprandial total cholesterol in medium LDL,"Cholesterol, LDL",0.9070016145706177
Postprandial total lipids in large VLDL,"Lipoproteins, VLDL",0.8987383246421814
Postprandial large VLDL particle concentration,"Lipoproteins, VLDL",0.889618992805481
Postprandial phospholipid levels in large VLDL,"Lipoproteins, VLDL",0.8727762699127197
Postprandial triglycerides levels in large VLDL,Hypertriglyceridemia,0.8960402011871338
Postprandial phospholipid levels in medium VLDL,"Lipoproteins, VLDL",0.8760305047035217
Postprandial triglycerides levels in medium VLDL,"Lipoproteins, VLDL",0.896001398563385
Postprandial phosphatidylcholine and other cholines,Lysophosphatidylcholines,0.9146981835365295
Postprandial phenylalanine,Prenatal Nutritional Physiological Phenomena,0.8567048907279968
Postprandial polyunsaturated fatty acids,"Fatty Acids, Monounsaturated",0.8787567615509033
Postprandial remnant cholesterol,"Cholesterol, VLDL",0.8723796010017395
Postprandial cholesterol esters in medium LDL,"Cholesterol, VLDL",0.901821494102478
Postprandial free cholesterol in medium LDL,"Cholesterol, LDL",0.9041993618011475
Postprandial total lipids in medium LDL,"Lipoproteins, LDL",0.8958593606948853
Postprandial medium LDL particle concentration,"Lipoproteins, VLDL",0.8785785436630249
Postprandial phospholipid levels in medium LDL,"Receptors, LDL",0.8761396408081055
Postprandial triglycerides levels in medium LDL,Hypertriglyceridemia,0.8964619636535645
"Postprandial monounsaturated fatty acids (16:1, 18:1)","Fatty Acids, Monounsaturated",0.8978675603866577
Postprandial total cholesterol in medium VLDL,"Cholesterol, VLDL",0.9167104959487915
Postprandial cholesterol esters in medium VLDL,"Cholesterol, VLDL",0.9098672866821289
Postprandial free cholesterol in medium VLDL,"Cholesterol, VLDL",0.9143539071083069
Postprandial total lipids in medium VLDL,"Lipoproteins, VLDL",0.9029274582862854
Postprandial medium VLDL particle concentration,"Lipoproteins, VLDL",0.8845162987709045
Postprandial serum total cholesterol,"Cholesterol, LDL",0.8749611973762512
Postprandial serum total triglycerides,Hypertriglyceridemia,0.8884561061859131
Postprandial saturated fatty acids,"Dietary Fats, Unsaturated",0.8606128692626953
Postprandial total cholesterol in small HDL,"Cholesterol, VLDL",0.8994508981704712
Postprandial cholesterol esters in small HDL,"Cholesterol, VLDL",0.8939608931541443
Postprandial total cholesterol in VLDL,"Cholesterol, VLDL",0.9191948771476746
Postprandial mean diameter of VLDLD particles,"Lipoproteins, VLDL",0.8612394332885742
Postprandial triglycerides in VLDL,"Lipoproteins, VLDL",0.8970234990119934
Postprandial total cholesterol in very large HDL,"Cholesterol, VLDL",0.8969882130622864
Postprandial cholesterol esters in very large HDL,"Cholesterol, VLDL",0.8958874344825745
Postprandial free cholesterol in very large HDL,"Cholesterol, VLDL",0.8949564099311829
Postprandial cholesterol esters in small VLDL,"Cholesterol, VLDL",0.9087406396865845
Postprandial free cholesterol in small VLDL,"Cholesterol, VLDL",0.9128495454788208
Postprandial total lipids in small VLDL,"Lipoproteins, VLDL",0.9026614427566528
Postprandial small VLDL particle concentration,"Lipoproteins, VLDL",0.8903460502624512
Postprandial phospholipid levels in small VLDL,"Lipoproteins, VLDL",0.8745859861373901
Postprandial triglycerides levels in small VLDL,"Lipoproteins, VLDL",0.8947908282279968
Postprandial small LDL particle concentration,"Lipoproteins, LDL",0.8848221898078918
Postprandial phospholipid levels in small LDL,"Receptors, LDL",0.8768157362937927
Postprandial triglycerides levels in small LDL,"Lipoproteins, LDL",0.894964337348938
Postprandial sphingomyelins,Glycogenolysis,0.8634571433067322
Postprandial total cholesterol in small VLDL,"Cholesterol, VLDL",0.9154175519943237
Postprandial free cholesterol in small LDL,"Cholesterol, VLDL",0.9041504263877869
Postprandial total lipids in small LDL,"Lipoproteins, LDL",0.8959223628044128
Postprandial total lipids in very large HDL,"Lipoproteins, HDL3",0.8892820477485657
Postprandial very large HDL particle concentration,"High-Density Lipoproteins, Pre-beta",0.8777507543563843
Postprandial phospholipid levels in very large HDL,"High-Density Lipoproteins, Pre-beta",0.8726683259010315
Postprandial total cholines,Dietary Sucrose,0.8599889874458313
Postprandial total fatty acids,Adiponectin,0.8544567823410034
Postprandial total phosphoglycerides,Hypertriglyceridemia,0.8708109259605408
Postprandial tyrosine,Insulin Aspart,0.8509364128112793
Postprandial valine,Dietary Sucrose,0.8755986094474792
Postprandial triglycerides levels in chylomicrons and extremely large VLDL,Hypertriglyceridemia,0.8851252198219299
Docosahexaenoic acid (22:6) meal response (OrNLSr),Dehydroascorbic Acid,0.8436585068702698
Free cholesterol meal response (OrNLSr),"Cholesterol, Dietary",0.8802833557128906
Glucose meal response (OrNLSr),Glucose Tolerance Test,0.8829584717750549
Triglycerides levels in IDL meal response (OrNLSr),Hypertriglyceridemia,0.9016554355621338
Free cholesterol in small HDL meal response (OrNLSr),"Receptors, LDL",0.8883248567581177
Total cholesterol in very large VLDL meal response (OrNLSr),"Cholesterol, VLDL",0.8930419087409973
Free cholesterol in very large VLDL meal response (OrNLSr),"Cholesterol, VLDL",0.8928432464599609
Total cholesterol in chylomicron and extremely large VLDL meal response (OrNLSr),"Cholesterol, VLDL",0.8852948546409607
Cholesterol esters in chylomicron and extremely large VLDL meal response (OrNLSr),"Cholesterol, VLDL",0.8886215090751648
Free cholesterol in chylomicron and extremely large VLDL meal response (OrNLSr),"Cholesterol, VLDL",0.8848400712013245
Phospholipid levels in chylomicrons and extremely large VLDL meal response (OrNLSr),"Receptors, LDL",0.8769329190254211
Triglycerides levels in medium HDL meal response (LMM),Hypertriglyceridemia,0.8938531279563904
Citrate meal response (LMM),"Creatine Kinase, MM Form",0.8610755801200867
Glycoprotein acetyls (mainly a1-acid glycoprotein) meal response (LMM),Glycogenolysis,0.8599516153335571
Histidine meal response (LMM),"Diet, Gluten-Free",0.8417548537254333
Tyrosine meal response (LMM),"Creatine Kinase, MM Form",0.8385044932365417
Valine meal response (LMM),Metabolic Clearance Rate,0.830081582069397
Phospholipid levels in very large VLDL meal response (LMM),"Receptors, LDL",0.8765435218811035
Fasting alanine,Hyperglycemia,0.8679885864257812
Fasting apolipoprotein A-I,Apolipoprotein A-I,0.9622564911842346
Postprandial phospholipid levels in very large VLDL,"Lipoproteins, VLDL",0.8746964335441589
Postprandial triglycerides levels in very large VLDL,"Lipoproteins, VLDL",0.8947954177856445
Postprandial total cholesterol in very small VLDL,"Cholesterol, VLDL",0.9136788249015808
Postprandial cholesterol esters in very small VLDL,"Cholesterol, VLDL",0.9085851907730103
Postprandial free cholesterol in very small VLDL,"Cholesterol, VLDL",0.9114949703216553
Postprandial total lipids in very small VLDL,"Lipoproteins, VLDL",0.9011951684951782
Postprandial phospholipid levels in very small VLDL,"Lipoproteins, VLDL",0.8754834532737732
Postprandial cholesterol esters in chylomicrons and extremely large VLDL,"Cholesterol, VLDL",0.8871638774871826
Postprandial very small VLDL particle concentration,"Lipoproteins, VLDL",0.8849064707756042
Postprandial free cholesterol in chylomicrons and extremely large VLDL,"Cholesterol, VLDL",0.8897718787193298
Postprandial total lipids in chylomicrons and extremely large VLDL,"Lipoproteins, VLDL",0.8826009035110474
Postprandial chylomicrons and extremely large VLDL particle concentration,"Lipoproteins, VLDL",0.8788236379623413
Postprandial phospholipid levels in chylomicrons and extremely large VLDL,"Lipoproteins, VLDL",0.865050733089447
Postprandial triglycerides levels in very small VLDL,"Lipoproteins, VLDL",0.894889235496521
Postprandial total cholesterol in chylomicrons and extremely large VLDL,"Cholesterol, VLDL",0.8914772272109985
Fasting apolipoprotein B,Apolipoprotein A-I,0.9494141340255737
Fasting omega-3 fatty acids,"Fatty Acids, Omega-6",0.8940519094467163
Fasting 3-hydroxybutyrate,Hypertriglyceridemia,0.8568513989448547
Fasting citrate,Dietary Sucrose,0.8683488965034485
Fasting docosahexaenoic acid (22:6),Stearoyl-CoA Desaturase,0.8551317453384399
Fasting omega-6 fatty acids,"Fatty Acids, Omega-6",0.8949965238571167
Fasting esterified cholesterol,"Cholesterol, LDL",0.9163181781768799
Fasting free cholesterol,"Cholesterol, LDL",0.9060338139533997
Fasting estimated description of fatty acid chain length (not actual carbon number),"Fatty Acids, Essential",0.8566006422042847
Fasting glutamine,Blood Glucose,0.8734936714172363
Fasting glycoprotein acetyls (mainly a1-acid glycoprotein),Liver Glycogen,0.8538380861282349
Postprandial triglycerides levels in very large HDL,Hypertriglyceridemia,0.893386721611023
Postprandial total cholesterol in very large VLDL,"Cholesterol, VLDL",0.9104008674621582
Postprandial cholesterol esters in very large VLDL,"Cholesterol, VLDL",0.9068894982337952
Postprandial free cholesterol in very large VLDL,"Cholesterol, VLDL",0.9082890152931213
Postprandial total lipids in very large VLDL,"Lipoproteins, VLDL",0.8980637192726135
Postprandial very large VLDL particle concentration,"Lipoproteins, VLDL",0.8848239183425903
Fasting cholesterol esters in IDL,"Cholesterol, VLDL",0.9087699055671692
Fasting free cholesterol in IDL,"Cholesterol, LDL",0.9136928915977478
Fasting total lipids in IDL,Hyperlipidemias,0.8934117555618286
Fasting IDL particle concentration,Dietary Sucrose,0.864778995513916
Fasting total cholesterol in HDL2,"Cholesterol, HDL",0.9257049560546875
Fasting total cholesterol in HDL3,"Cholesterol, HDL",0.9292866587638855
Fasting total cholesterol in HDL,"Cholesterol, HDL",0.9296597838401794
Fasting mean diameter of HDL particles,"Lipoproteins, HDL",0.883276104927063
Fasting triglycerides in HDL,"Lipoproteins, HDL",0.9082014560699463
Fasting histidine,Plasma Gases,0.8598744869232178
Fasting total cholesterol in IDL,"Cholesterol, LDL",0.9173392653465271
Fasting phospholipid levels in IDL,Phospholipids,0.8896092772483826
Fasting triglycerides levels in IDL,Hypertriglyceridemia,0.9007012844085693
Fasting isoleucine,Insulin Aspart,0.8539333939552307
Fasting linoleic acid (18:2),"Fatty Acids, Monounsaturated",0.8646241426467896
Brain functional connectivity measurement (strength default),"Creatine Kinase, MM Form",0.832424521446228
Low testosterone levels,Hyperlipidemias,0.8476769924163818
Mean platelet volume during first trimester of pregnancy,Pregnancy-Associated Plasma Protein-A,0.8386220932006836
Frozen shoulder,Wound Healing,0.82949298620224
ABO blood group (O vs non-O),"Anemia, Hemolytic, Congenital Nonspherocytic",0.8447328805923462
ABO blood group (A vs non-A),"Anemia, Hemolytic, Congenital Nonspherocytic",0.8480652570724487
ABO blood group (B vs non-B),"Anemia, Hemolytic, Congenital Nonspherocytic",0.8543198108673096
ABO blood group (AB vs non-AB),"Anemia, Hemolytic, Congenital Nonspherocytic",0.848675549030304
ABO blood group (A vs O),"Hemoglobinuria, Paroxysmal",0.845678985118866
ABO blood group (B vs O),"Hemoglobinuria, Paroxysmal",0.8483526706695557
ABO blood group (AB vs O),"Hemoglobinuria, Paroxysmal",0.8445369005203247
Mean platelet volume during third trimester of pregnancy,Pregnancy-Associated Plasma Protein-A,0.8392803072929382
Platelet count at delivery,Platelet Function Tests,0.8340771794319153
Platelet count during  postpartum period,"Depression, Postpartum",0.8628160357475281
Motor coordination,Life Style,0.8402812480926514
Mean platelet volume at delivery,Plasmapheresis,0.8442677855491638
Serum levels of protein IL17RD,Plasma Cells,0.8714786767959595
Serum levels of protein IL18R1,Protein Kinase C-theta,0.8693312406539917
Serum levels of protein IL18RAP,Protein Kinase C-theta,0.8722664713859558
Serum levels of protein IL19,Serum Amyloid A Protein,0.8607875108718872
Serum levels of protein IL1R2,Protein Kinase C-theta,0.8775189518928528
Serum levels of protein IL1RAP,Protein Kinase C-theta,0.8765250444412231
Serum levels of protein IL1RL2,Protein Kinase C-theta,0.8801254034042358
Serum levels of protein IL21,Plasma Cells,0.8646335601806641
Serum levels of protein IL22,Serum Amyloid A Protein,0.8596576452255249
Serum levels of protein IL22RA1,Serum Amyloid A Protein,0.8637499809265137
Serum levels of protein IL27RA,Serum Amyloid A Protein,0.8683212995529175
Serum levels of protein IL34,Plasma Cells,0.8573740124702454
Serum levels of protein IL36A,Plasma Cells,0.8746345043182373
Serum levels of protein IL3RA,Plasma Cells,0.8731623888015747
Serum levels of protein CD5,Plasma Cells,0.8697258830070496
Serum levels of protein CD55,Plasma Cells,0.8632966876029968
Serum levels of protein CD58,Plasma Cells,0.8680217266082764
Serum levels of protein CD59,Plasma Cells,0.8672196269035339
Serum levels of protein CD5L,Plasma Cells,0.8729227781295776
Serum levels of protein CD7,Plasma Cells,0.8611382842063904
Serum levels of protein CD70,Plasma Cells,0.8590102791786194
Serum levels of protein CD84,"Macrophages, Peritoneal",0.8685110211372375
Serum levels of protein CD8A,Plasma Cells,0.8723027110099792
Serum levels of protein CETP,Serum Amyloid A Protein,0.8576998710632324
Serum levels of protein CFB,Vitamin B 6 Deficiency,0.8694044351577759
Serum levels of protein CFD,Vitamin B 6 Deficiency,0.8707516193389893
Serum levels of protein CFH,Vitamin B 6 Deficiency,0.8648867607116699
Serum levels of protein CFHR5,Plasma Cells,0.8732231259346008
Serum levels of protein CFI,Dietary Sucrose,0.8586862683296204
Serum levels of protein IL6ST,Serum Amyloid A Protein,0.8714262247085571
Serum levels of protein IL7,Plasma Cells,0.8621878623962402
Serum levels of protein IL7R,Plasma Cells,0.8760058879852295
Serum levels of protein IL9,Plasma Cells,0.862886905670166
Serum levels of protein IMPAD1,Protein Kinase C-theta,0.8724024295806885
Serum levels of protein INHBB,"Creatine Kinase, MM Form",0.872065007686615
Serum levels of protein INPP5B,Serum Amyloid A Protein,0.8831967711448669
Serum levels of protein INPP5E,Serum Amyloid A Protein,0.8795779347419739
Serum levels of protein INSR,Plasma Cells,0.8661316633224487
Serum levels of protein IRF6,Protein Kinase C-theta,0.867963433265686
Serum levels of protein ISG15,Plasma Cells,0.8692430853843689
Serum levels of protein ISLR2,Plasma Cells,0.8727745413780212
Serum levels of protein CEACAM7,Protein Kinase C-theta,0.8503414988517761
Serum levels of protein CEL,Serum Amyloid A Protein,0.8591170310974121
Serum levels of protein CELA1,Serum Amyloid A Protein,0.8699532151222229
Serum levels of protein IL5RA,Plasma Cells,0.8720457553863525
Serum levels of protein IL6R,Plasma Cells,0.8754522800445557
Serum levels of protein ITGB2,Serum Amyloid A Protein,0.8738476634025574
Serum levels of protein ITGB6,Protein Kinase C-theta,0.8719867467880249
Serum levels of protein ITIH1,Plasma Cells,0.8671202063560486
Serum levels of protein ITIH2,Protein Kinase C-delta,0.8753582239151001
Serum levels of protein ITIH3,Protein Kinase C-theta,0.8738195896148682
Serum levels of protein JAG1,Protein Kinase C-theta,0.883739709854126
Serum levels of protein JAKMIP3,Protein Kinase C-theta,0.9033371806144714
Serum levels of protein CEP57,Serum Amyloid A Protein,0.8725595474243164
Serum levels of protein CDH7,Protein Kinase C-theta,0.8729177117347717
Serum levels of protein CDHR1,Protein Kinase C-theta,0.8748595714569092
Serum levels of protein CDHR3,Protein Kinase C-theta,0.877388596534729
Serum levels of protein CDK2AP1,Protein Kinase C-theta,0.9013368487358093
Serum levels of protein CDK5;CDK5R1,Protein Kinase C-theta,0.8963584899902344
Serum levels of protein CDK8;CCNC,Protein Kinase C-theta,0.8899727463722229
Serum levels of protein CDNF,Plasma Cells,0.8601543307304382
Serum levels of protein CDON,"Creatine Kinase, MM Form",0.857393741607666
Serum levels of protein CDYL2,Plasma Cells,0.8706609606742859
Serum levels of protein C7,Serum Amyloid A Protein,0.8766740560531616
Serum levels of protein C8A;C8B;C8G,Protein Kinase C-theta,0.8594108819961548
Serum levels of protein C8G,Serum Amyloid A Protein,0.8890771269798279
Serum levels of protein C9,Serum Amyloid A Protein,0.8738195896148682
Serum levels of protein CA1,Serum Amyloid A Protein,0.8676900267601013
Serum levels of protein CD8B,Plasma Cells,0.8736258149147034
Serum levels of protein CD96,Plasma Cells,0.8622424602508545
Serum levels of protein CDC25B,Protein Kinase C-theta,0.8793153762817383
Serum levels of protein CDC42BPA,Protein Kinase C-theta,0.8856789469718933
Serum levels of protein CDH11,Protein Kinase C-theta,0.8667967319488525
Serum levels of protein CDH5,Plasma Cells,0.8734017014503479
Serum levels of protein KDR,Protein Kinase C-delta,0.8736737370491028
Serum levels of protein KIAA1549L,"Creatine Kinase, MM Form",0.8606314659118652
Serum levels of protein KIF3A,Protein Kinase C-theta,0.8930933475494385
Serum levels of protein KIN,Protein Kinase C-delta,0.8708868622779846
Serum levels of protein KIR2DS2,"Creatine Kinase, MM Form",0.8706257939338684
Serum levels of protein KITLG,Protein Kinase C-theta,0.8770098686218262
Serum levels of protein KLK1,Protein Kinase C-theta,0.8798484802246094
Serum levels of protein KLK11,Protein Kinase C-theta,0.8846586346626282
Serum levels of protein KLK12,Protein Kinase C-theta,0.8816286325454712
Serum levels of protein KLK13,Protein Kinase C-theta,0.8834667801856995
Serum levels of protein KLK14,Protein Kinase C-theta,0.8822135329246521
Serum levels of protein CLEC3B,Protein Kinase C-delta,0.8761244416236877
Serum levels of protein CLEC4A,Protein Kinase C-theta,0.8714818358421326
Serum levels of protein CLEC5A,Protein Kinase C-theta,0.8740675449371338
Serum levels of protein CLEC12A,Protein Kinase C-theta,0.8712714314460754
Serum levels of protein CLEC12B,Vitamin B 12 Deficiency,0.8731873631477356
Serum levels of protein CLEC1B,Perilipin-1,0.8755897879600525
Serum levels of protein JAM3,Protein Kinase C-theta,0.8724417686462402
Serum levels of protein KAZALD1,"Creatine Kinase, MM Form",0.868726909160614
Serum levels of protein KCNE2,Protein Kinase C-theta,0.8660081624984741
Serum levels of protein KCNMB3,Protein Kinase C-theta,0.8681992888450623
Serum levels of protein KDELC2,Protein Kinase C-delta,0.8729995489120483
Serum levels of protein CHRDL2,Serum Amyloid A Protein,0.872085452079773
Serum levels of protein CHST11,Plasma Cells,0.8667841553688049
Serum levels of protein CHST12,Plasma Cells,0.8656283617019653
Serum levels of protein CHST15,Plasma Cells,0.8658398985862732
Serum levels of protein CKAP2,Protein Kinase C-delta,0.89802485704422
Serum levels of protein CKB;CKM,"Creatine Kinase, MM Form",0.9088315963745117
Serum levels of protein CKM,"Creatine Kinase, MM Form",0.885768473148346
Serum levels of protein CFP,Serum Amyloid A Protein,0.8641462922096252
Serum levels of protein CGA;FSHB,Seminal Plasma Proteins,0.8710552453994751
Serum levels of protein CGA;TSHB,"Receptors, LDL",0.8704190254211426
Serum levels of protein CGREF1,Protein Kinase C-theta,0.8790919184684753
Serum levels of protein CHGA,Serum Amyloid A Protein,0.8560753464698792
Serum levels of protein CHI3L2,Protein Kinase C-theta,0.8761208653450012
Serum levels of protein CHIC2,Plasma Cells,0.8701974749565125
Serum levels of protein CHIT1,Serum Amyloid A Protein,0.8684214353561401
